Original|Translated
Bertha's Mortar Barrage|貝爾紗的迫擊彈幕
Utter Despair|徹底絕望
Unleashed Power|釋放能量
Congeal Blood|血液凝固
Deadeye|精準
Arcane Sight|秘法洞悉
Scrutiny|監視
Clear Mind|心靈純淨
Sand Bolt|沙塵箭
Arcing Lightning|弧光閃電
Pustule Eruption|毒膿噴發
Stormcloud|風暴雷雲
Direhorn Charge|恐角龍衝鋒
Saurok Leap|薩烏洛克跳躍
Frozen Blood|冰凍之血
Counter Shot|駁火反擊
Hitch Devilsaur|魔暴龍拴
Filthy|穢物
Soul Beam|靈魂光束
Stern Gaze|嚴厲凝視
Sunreaver's Cloak|奪日者隱蔽護罩
Rending Charge|撕裂衝鋒
Moon Lotus|月蓮
Double Swipe|雙重掃擊
Cosmic Barrage|星宙彈幕
Slashing Talons|凶猛利爪
Soulsteal|竊魂
Call of Thunder|雷霆召喚
Pushing|推動
Lightning Whip|閃電鞭
Fortified|強化
Double-Edge Thrash|雙面連擊
Violent Gale Winds|劇烈強風
Spoils of Pandaria|潘達利亞之寶
Frigid Assault|嚴寒之擊
Displace|位移
Anima Ring|血靈魔環
Exsanguination|放血
Blood Infusion|血能灌注
Blood Bolt|血箭
Fire Mage|火焰法師
Frost Mage|冰霜法師
Arcane Mage|秘法法師
Brewmaster Monk|釀酒武僧
Mistweaver Monk|織霧武僧
Windwalker Monk|御風武僧
Retribution Paladin|懲戒聖騎士
Holy Paladin|神聖聖騎士
Subtlety Rogue|敏銳盜賊
Supercharge Conduits|超級充能導雷管
Protection Warrior|防護戰士
Arms Warrior|武器戰士
Pierce the Veil|穿透帷幕
Revealed|現形
Drain Spirit|吸取魂靈
Crashing Star|隕星躍擊
Conductive Water|導電水池
Overloaded Circuits|迴路超載
Thundering Throw|雷霆投擲
Burst of Light|烈光爆發
Focused Lightning|聚能閃電
Blessed Loa Spirit|神佑的羅亞魂靈
Fire and Brimstone|硫磺與火焰
Charge Wall|衝撞圍牆
Spirit Mask|靈魂面具
Sentry|哨衛
Headache|頭痛
Final Sacrifice|最終犧牲
Mistweaver|織霧者
Shadowed Loa Spirit|暗影的羅亞魂靈
Light of Day|白晝光華
Tears of the Sun|落日之淚
Blazing Radiance|熾熱火光
Flames of Passion|激情之火
Ice Comet|寒冰彗星
Control Horridon|控制哈里登
Summon Orb of Control|召喚控獸寶珠
Piercing Roar|刺耳咆哮
Lightning Fissure|閃電裂縫
Spiritfire Beam|魂焰光束
Tidal Force|潮汐之力
Dusk|黃昏
Charged Bolt|充能閃電
Crystal Shell|水晶護罩
Disrupt|干擾
Conduit Level|導雷管等級
Capacitance|充蓄電能
Electrocution|觸電
Electrified Water|電能水池
Ritualist Transform|祭儀師變形
Marked for Death|死亡標記
Deactivating|關閉
Overload!|超載!
Storm, Earth, and Fire|風、火、大地
Return Spear|歸還長矛
Battle Rage|戰鬥暴怒
Fire Burst|火焰轟擊
Flame Barrage|烈焰彈幕
Summon Lightning Elemental|召喚閃電元素
Complete Quest|完成任務
Twisted Fate|命運扭曲
Toxic Blood|劇毒之血
Call Thunder|喚雷
Static Electricity|靜電
Focused Blast|集中轟炸
Nullify Magic|消除魔法
Scarab Swarm|聖甲蟲群
Horrific Visage|恐懼面容
Meteor Shower|隕石火雨
Vengeful Spirit|復仇靈魂
Perform Ritual|進行儀式
Investigate|調查
Spear Barrage|長矛彈幕
Siege Ballista|攻城弩砲
Transfusion|注入
Brutal Smash|殘暴錘擊
Uninteractible|無法互動
Survivor's Bag|倖存者的袋子
Purifier|淨化者
Invoke Tiger Spirit|召喚白虎之靈
Unstable Anima|易變血靈
Unstable Vita|動盪生命
Energy Sphere|能量玉
Crane Rush|紅鶴衝鋒
Draw Anima|吸引血靈
Unleashed Anima|血靈釋放
Crackle|轟雷
Nature's Grace|自然之賜
Defense Crystal|防禦水晶
Seesaw|蹺蹺板
Forge Fire|熔爐火焰
Stormbreath|風暴吐息
Soul Shards|靈魂裂片
Burning Embers|燃火餘燼
Matter Swap|物質交換
Capture|捕捉
Siphon Anima|虹吸血靈
Glacial Freeze|冰川凍結
Anima Font|血靈洗禮
Earth Blast|大地轟擊
Acceleration|加速
Lifeblood|生命之血
FULL POWER|火力全開
Interrupting Jolt|斷法震擊
Trihorn Charge|三突衝鋒
Sentry Beam|哨衛光束
Fel Flame Breath|魔焰之息
Spotted!|被發現了!
Divine Bulwark|神聖壁壘
Float|漂浮
Dark Bite|黑暗撕咬
Soul Barrier|靈魂屏障
Whirling Cyclone|迴旋颶風
Face Player|面對玩家
Ruin|毀滅
Frost Spike|冰霜尖刺
Eternal Banishment|永恆放逐
Storm Weapon|風暴武器
Blood Pool|血池
Blood Drip|滴血
Light of the Loa|羅亞之光
Force Field|能量力場
Join Player Party|加入玩家隊伍
Cheep|雛鳴
Rot|腐化小龍
Storm Energy|風暴能量
Shadow Crash Targeting|暗影暴擊瞄準
Bestial Roar|獸性怒吼
Waves of Fury|怒雷奔騰
Meteor Storm|隕石雨
Dark Winds|黑暗強風
Sleep Dust|睡塵
Cocooned|絲繭纏繞
Bloodstorm|血腥風暴
Throw Dice|投擲骰子
Elemental Blood of Megaera|梅賈拉的元素之血
Chain Swipe|鎖鍊掃擊
Chain Pull|鎖鍊拉扯
Throw Lance|投擲長槍
Arcane Slam|秘法猛擊
Carrying A Box|攜帶箱子
Megaera's Rage|梅賈拉之怒
Latent Energy|潛在能量
Cosmic Strike|星宙之擊
Stone Smash|石頭潰擊
Flame Tile|烈焰地磚
Cloud Tile|雷雲地磚
Lightning Tile|閃電地磚
Triumphant Roar|勝利怒吼
Cinders|燼火
Arctic Freeze|極地寒凍
Torrent of Ice|寒冰洪流
Overwhelming Darkness|極度黑暗
Diffusion|秘法散射
Summon Player Mount|召喚玩家坐騎
Pack Leader|新兵領袖
Berserker Rush|狂暴急衝
Infected Talons|感染之爪
Fel Energy|魔化能量
Nether Spike|虛空釘刺
Curse of Stone|石化詛咒
Reverberating Smash|迴盪潰擊
Lightning Crack|閃電裂縫
Wave of Might|悍力奔濤
Fountain of Skulls|顱骨噴泉
Roll the Bones|挖骨頭
Zapped|充滿電流
Tactical Retreat|戰略撤退
Grasp of Dread|恐懼之握
Fire Spouts|火柱
Glacial Spike|冰川長槍
Keg Toss|擲桶
Fetid Quake|惡臭潰擊
Wallop|重擊
Piercing Cry|刺耳嚎叫
Recuperate|養精蓄銳
Strike from the Shadows|暗影之襲
Shake Off|甩脫
Vile Spit|邪惡唾沫
Cosmetic - Submerge Emerge|造型 - 隱沒浮現
Volatile Mutation|猛烈突變
Cease|停止行動
Moira's Mending|茉艾拉的癒療
Choking Mists|窒息之霧
Corrosive Breath|腐蝕之息
Gob Squad Recruit|哥布林戰隊新兵
Titan's Wrath|泰坦之怒
Dreadful Poison|奪命劇毒
Sing|歌唱
Blind Strike|盲目之擊
Wander|遊蕩
High Winds|高空之風
Malfunctioning|故障
Summon Ga'nar|召喚格納爾
Shell|龜殼縮
Play Scene|播放場景
Volatile Explosion|劇烈爆炸
Volatile Concoction|爆炸性混合物
Shotgun|獵槍
Artillery Strike|火砲轟炸
Falling Rocks|落石
Neltharion's Tears|奈薩里奧之淚
Yu'lon's Challenge|玉龍的挑戰
Evaporate|蒸發
Reign of Fire|烈火之治
Phase 01 Detector|階段01偵測器
Phase 02 Detector|階段02偵測器
Phase 03 Detector|階段03偵測器
Phase 04 Detector|階段04偵測器
Phase 05 Detector|階段05偵測器
Phase 06 Detector|階段06偵測器
Phase 07 Detector|階段07偵測器
Phase 08 Detector|階段08偵測器
Summon Wrathion Image|召喚怒西昂影像
Phase 09 Detector|階段09偵測器
Phase 10 Detector|階段10偵測器
Cooldown|冷卻
Summon Explosive Barrel|召喚火藥桶
Primal Rage|原始狂怒
Xuen's Challenge|雪怒的挑戰
Molten Brimstone|熔火硫磺
Venom Cloud|毒雲術
Summon Vol'jin|召喚沃金
Niuzao's Challenge|怒兆的挑戰
Tie Climbing Rope|固定登山繩
Chi-ji's Challenge|赤吉的挑戰
Strong Legs|強力彈腿
Mad Scientist|瘋狂科學家
Battery|電池
Shatter Earth|碎裂的地面
Color-Seein'|色界
Unconscious|昏迷
Crushing Embers|粉碎餘燼
Buff Self|自我增益
Whirling Axe|迴旋斧
Rocket Swarm|火箭齊發
Maintain Wrathion|怒西昂之山
Death from Above|死從天降
Brawling Champion|鬥陣冠軍王
Defeated|落敗
Ruined Earth|廢墟燼土
Caustic Blood|腐蝕之血
Summon Deathwing Image|召喚死亡之翼影像
Unstable Magma Totem|不穩定的熔岩圖騰
Summon Molten Elemental|召喚熔岩元素
Dark Twister|黯藍龍捲風
Fixate Beam Cosmetic|凝視光束視覺效果
Encapsulated Pheromones|囊封費洛蒙
Chain Rip|鎖鍊撕扯
Mogu Shadow Ritualist|魔古暗影祭儀師
Stone Statue|雕像
Encase in Amber|琥珀包覆
Kickback|反衝
Amber Regeneration|琥珀再生
Divine Circle|神聖之球
Despawn Clone|回收複製體
Bananastorm|香蕉風暴
Teleport Target to Self|傳送目標到自己的位置
Flop|拍打
Lift Hook|舉重吊鉤
Unstable Defense Systems|不穩定的防禦系統
Pulse|脈衝
Shattered Earth|碎裂的地面
Shattering Charge|碎裂衝鋒
Nova|新星
Explosive Ring|爆炸環
Eerie Fog|神秘之霧
Ancient Miasma|上古沼氣
Return to Stone|回歸原石
Imploding Energy|內爆能量
Set to Blow|引爆
Corrupted Brew|腐化烈釀
Snipe|狙擊
Launch Sawblade|發射鋸刃
Hew|劈斬
Swirl|漩渦
Magnetic Pulse|電磁脈衝
Ironstorm|鋼鐵風暴
Unstable Blink|不穩定的閃現
Shadow Word: Bane|暗言術：禍
Reform|重新融合
Sundering Blow|破甲猛擊
Pandaren Spirit|熊貓人古靈
Heroic Shockwave|英勇震懾波
Kor'kron Banner|柯爾克隆旌旗
Point Blank Shot|近距離彈射
Dark Meditation|黑暗冥想
Canned Heat|悶燃熱力
Shockwave Missile|衝擊波飛彈
Diminish|削減
Whirling|迴旋斬
Targetting|瞄準中
Hurl Amber|投擲琥珀
Caustic Amber|腐蝕琥珀
Pipe Transfer|管道傳輸
Aggression|暴怒
Corrosive Blood|腐蝕膿血
Cannon Shot|火砲射擊
Mark of Anguish|苦痛印記
Funeral Pyre|火葬堆
Locked On|被鎖定
Laser Turret Targetting|雷射砲台瞄準中
Essence of Y'Shaarj|亞煞拉懼之精華
Worm Bile|奇蟲膽汁
Eradicate|全體消滅
Leech|汲取
Misery, Sorrow, and Gloom|苦難、悲哀及憂沉
Falling Ash|墜落灰燼
Vicious Assault|兇惡突襲
Suicide Self|自殺
Toxic Storm|毒性風暴
Ping Boss|偵測首領
Wing Blast|羽翼衝擊
Restorative Waters|恢復之水
Shale Eruption|岩爆
Demolisher Cannon|石毀車火砲
Demolisher Cannons|石毀車火砲
Bubble Up|往上的泡泡
Borer Drill|尖刺鑽孔
Damaged Diving Helmet|損壞的潛水頭盔
Ricochet|彈射
Pride|傲慢
Mark of Arrogance|自大印記
Gift of the Titans|泰坦之賜
Last Word|遺言
Invoke Lava|召喚熔岩
Vengeful Strikes|復仇打擊
Dislocation Rift|斷層裂隙
Death Sentence|死刑
Bubble Pop|吹泡泡
Talon Sweep|猛爪掃擊
Spirit Winds|靈魂之風
Beacon of Hope|希望信標
Spawn Victory Orb|生成勝利寶珠
Tear Reality|撕裂現實
Shock Pulse|震波衝擊
Explosive Tar|爆破焦油
Blazing Nova|熾炎新星
Burst of Corruption|腐化爆裂
Crippling Bite|致殘撕咬
Leap for the Kill|嗜殺躍擊
Imprison|囚禁
Cutter Laser|雷射切割
Obsidian Cage|黑曜牢籠
Call the Pack|呼叫狼群
Massive Quake|大地震
Titanic Smash|泰坦潰擊
Crackling Lightning|爆破閃電
Spectral Swipe|鬼靈揮擊
Shellshock|硬殼震擊
Crawler Mine|爬行者地雷
Rolling Fire|滾動的火焰
Magma Crush|熔岩碎擊
Ancient Flame|遠古之焰
Pool of Fire|火池
Eternal Agony|無盡苦難
Look Within|審視內心
Detonation Sequence|引爆程序
Essence of Corruption|腐化之煞精華
Corrupted Rift|腐化的裂縫
Self-Reflection|自我反省
Thunder Spear|雷電之矛
Unleashed|煞能反撲
Overcome|傲慢蝕心
Enter Realm of Y'Shaarj|進入亞煞拉懼領域
Fury Prison|怒靈之牢
Bursting Pride|傲慢迸發
Bolas|縛錘彈
Noodle Soup|湯麵
Unleash Corruption|釋放腐化
Rewind Fate|倒轉命運
Empowered Whirling Corruption|強化迴旋腐化
Corrupt|腐化
Noodle Cart|拉麵推車
Touch of Y'Shaarj|亞煞拉懼之觸
Deluxe Noodle Cart|豪華拉麵推車
Pandaren Treasure Noodle Cart|熊貓人國寶級拉麵推車
Reactive Poison|反應劇毒
Lightning Dance|閃電雷雲
Ysera's Gift|伊瑟拉的贈禮
Unchecked Corruption|不受抑制的腐化
Extract Corruption|吸取腐化
Dream of Cenarius|塞納留斯之夢
Empowered Touch of Y'Shaarj|強化亞煞拉懼之觸
Giant-felling Spear|擊墜巨人之矛
Windstorm|暴風
Orb of Light|光明之球
Absolution|赦免
Temporal Anomaly|時間異常
Summon Hogo|召喚赫戈
Mogu Rune of Power|魔古力之符文
Summon Akama|召喚阿卡瑪
Lava Splash|熔岩濺射
Burning Lava|燃燒的熔岩
Magma Sweep|熔岩橫流
Cobra Shot|眼鏡蛇射擊
Magma Belch|熔岩噴射
Gusting Bomb|勁風炸彈
Spike Mine Detonation|尖刺地雷引爆
Earthen Barrier|土靈屏障
Growing Pride|傲慢滋長
Overconfidence|自負
Arrogance|自大之煞
Dark Fury|黑暗之怒
Deteriorate|劣化
Break Chains|破壞鎖鍊
Molten Slug|熔岩砲彈
Summon Amalgamated Hubris|召喚傲慢混合煞
Staff of Resonating Water|共鳴之水法杖
Eminence|英氣勃發
Flurry of Xuen|雪怒亂舞
Essence of Yu'lon|玉龍精華
Spirit of Chi-Ji|赤吉之靈
Create Belt|製造腰帶
Create Boots|製造靴子
Create Chestpiece|製造護軀
Create Gloves|製造手套
Create Helm|製造頭盔
Create Leggings|製造護腿
Create Shoulders|製造護肩
Create Bracer|製造護腕
Create Ring|製造戒指
Outrage|憤愾
Create Cloak|製造披風
Path of Blossoms|焰華步法
Carrying Grain|攜帶榖物
Deathdealer|亡賈
Timeless Nutriment|永恆營養品
Disintegration|瓦解
Resonating Amber|共鳴琥珀
Drill Charge|鑽刺衝鋒
Drillstorm|鑽刺風暴
Anti-Air Cannon|防空火砲
Impatient|不耐煩
Annihilation|殲滅
Fel Vomit|惡魔穢物
Indigestion|消化不良
Pierce|穿刺
Sweeping Shadows|暗影掃擊
Void Slice|虛無切割
Arcing Blast|弧光衝擊
Void Spike|虛無鑽刺
Void Totem|虛無圖騰
Void Lash|虛無暴擊
Fly-by|飛越
Unstable Spark|不穩定的火花
Bottomless Pit|無底深淵
Void Crash|虛無轟擊
War Banner|戰旗
Crusher's Call|粉碎者之喚
Skull Cracker|碎顱重擊
Bloody Slash|血腥斬擊
Shadow Stalk|暗影潛獵
Feral Rage|狂野怒氣
Telescope|望遠鏡
Ooze Spawn|軟泥怪生成
Phase Three De-Transform|階段3解除變形
Flames of Galakrond|葛拉克朗之焰
Rushing Waters|急流湧水
Rocket Rampage|火箭暴怒
Pulsing Flames|跳動烈焰
Stormblast|風暴打擊
Magma Crash|熔岩轟擊
Stonebolt|石箭術
Stone Shield|石盾
Unstable Iron Star|不穩定的鋼鐵之星
Crashing Waves|浪潮
Rift of Corruption|腐化之隙
Enable Unit Frame|啟動單位框架
Crushing Fear|恐懼壓境
Weaponmaster|武器大師
Collapsing Rift|裂隙崩陷
Elixir of Wandering Spirits|遊蕩幽靈藥劑
Naaru's Glory|那魯的榮耀
Destroying|摧毀中
Healing Rain Visual|治癒之雨視覺效果
Depth Charge|深水炸彈
Teleport Corpse|傳送屍體
Puke|嘔吐
Unlock Armor Cache|開啟護甲儲藏箱
Bouncer|小蹦蹦
Wrecking Ball|破壞鐵球
Frozen Power|冰凍之力
Pressure Plate|壓盤
Giantslayer's Trophy|巨人殺手的戰利品
Reaper|割取
Rending Swipe|撕裂揮擊
Eternity's Embrace|永恆之擁
Fiery Charge|熾炎衝鋒
Falling Flames|流火之焰
Memory Stone|回憶石
Timeless Rapids|永恆急流
Time Lock|時間之鎖
Activating|啟動中
Muzzle Spray|槍口噴射
Adrenaline Bomb|腎上腺素暴衝
Pillar of Light|光柱
Vampiric Frenzy|吸血狂亂
Rifle Shot|步槍射擊
Boom Shot|轟隆射擊
Greater Pyroblast|大炎爆術
Screeching Howl|尖嘯嚎叫
Axed|被砍了
Crushing Swipe|破碎掃擊
Skybox|天體盒
Lava Extrusion|岩漿噴發
Lava Explosion|岩漿爆炸
Throw Crate|投擲木箱
Bashing|猛擊
Bloody|染血
Premeditated Slaughter|預謀屠殺
Sticky Silk|粘絲
Rain Storm|暴風雨
Rocket Attack|火箭攻擊
Shadowmoon Orc Disguise|影月獸人偽裝
Summon Void Wolf|召喚虛無之狼
Da Fif Hammer|第五把錘子
Warning Sign|警告標誌
Throw Hammers Away|丟出錘子
Strength in Numbers|聚鐵成鋼
War Horn|戰爭號角
Rampaging Strike|狂暴打擊
Shadow Chains|暗影鎖鍊
Shadowy Apparition|暗影幻靈
Acrid Storm|強酸風暴
Sparkles|火花
Boulderbolt|巨石拋射
Fel Protection|魔化防護
Courage|勇氣
Hope|希望
Investigating|調查中
Time Blast|時光衝擊
Draw|抽出
Stalwart Shield|堅實護盾
Darkrush|影奔
Summon Korga|召喚闊卡
Rain of Flames|烈焰之雨
Black Skies|黑色天空
Marking|標記
Marked|已標示
Crushing Smash|壓制潰擊
Elekk Charge|伊萊克衝鋒
Whomp|衝撞
Racing|競賽
Naaru's Might|那魯的力量
Naaru's Benevolence|那魯的恩慈
Blackrock Shockwave|黑石震懾波
Blackrock Bash|黑石重擊
Strange Mushroom|奇怪的蘑菇
Blackrock Rumble|黑石震動
Summon Draka|召喚德拉卡
Reviving|救治中
Winded|呼吸困難
Ravenous Bite|困獸撕咬
Shell Shocker|甲殼震盪
Foul Tempest|陰晦暴雨
Protective Barrier|保護屏障
Catch of the Day|當日漁獲
Summon Ogres|召喚巨魔
Arbiter's Hammer|仲裁者之錘
Magma Barrage|熔岩彈幕
Withering Flames|凋萎烈焰
Summon Illusion|召喚幻影
Web Strand|蛛絲網
Poisonous Bite|含毒撕咬
Crystalfire Totem|晶火圖騰
Crystalfire Discharge|晶火釋放
Blazing Shot|熾熱射擊
Vine Line|激長藤蔓
Solarshard Totem|日晶圖騰
Solarshard Beam|日晶光束
Infected Claws|感染爪擊
Power Shot|強力射擊
Coalescing Shadow|接合黑影
Befouled|被污染
Molten Pool|熔岩池
Chaos Volley|混沌箭雨
Lava Flood|熔岩流
Rip Tide|斬潮
Venom Nova|毒液新星
Arrow Barrage|箭雨
Train|列車
Dragonform|龍形
Redeemed Soil|救贖之地
Summon Fel Imps|魔化小鬼
Time Anomaly|時間異常
Overwhelmed|超載
Kraul Vines|沼澤藤蔓
Void Fragment|虛無碎片
Unleashed Magma|熔岩釋放
Ground Slap|大地摑擊
Raise the Miners|召集礦工
Void Portal|虛無傳送門
Void Prison|虛無囚牢
Dig|挖掘
Summon Scene|召喚場景
Hurl Boulders|投擲巨石
Void Beam|虛無光束
Tear Asunder|四分五裂
Mellosite Crystal Beam|封能水晶光束
Mighty Leap|奮力跳躍
Void Tear|虛無撕裂
Massive Slam|巨力猛擊
Flame Orb|烈焰之球
Void Pulse|虛無脈衝
Summon Fel Pool|召喚魔化池
Constricting Grasp|束縛之握
Fel Beam|魔化能量光束
Create|生成
Wallbreaker Shot|破牆射擊
Overgrowth|蔓生術
Darkness Calls|黑暗呼喚
Looting|正在拾取
Pierce Soul|刺穿靈魂
Drops of Void|虛無天落
Toxic Bile|猛毒膽汁
Venom|毒鼬
Molten Spittle|熔岩唾沫
Tearing the Void|撕裂虛無
Forge Blast|熔爐衝擊
Summon Gol'kosh|召喚古柯什
Face Jump|跳到臉上
Fanning Flames|飛翔烈焰
Wildfire Patch|野火堆
Controlled Burn|控制火勢
Venomous Discharge|毒液釋放
Elemental Binding|元素束縛
Suppression Field|壓制力場
Meaty Giblets|飽滿的內臟
Pulling Chain|牽引鎖鍊
Leaping Smash|飛身潰擊
Piercing Rain|穿刺暴雨
Hammer of Flames|火焰之錘
Hammer of Flame|火焰之錘
Fiery Link|熾炎連結
Fishing Line|釣線
Torrent of Flame|火焰奔流
Flaming Curl|烈火紋身
Burning Slag|燃燒熔渣
Focus on Player|鎖定玩家
Chain Grip|鎖鍊之握
Obsidian Spines|黑曜脊骨
Summon Icebrood Pup|召喚冰育雛獸
Venom Rush|毒液刺激
Shadow Ritual|暗影儀式
Whirling Dragon Punch|迴龍升天破
Constrictor Vine|蟒藤
Bodyguard|保鏢
Fiery Flourish|熾熱祭舞
Adaptation|隨遇而安
Grapeshot Blast|葡萄彈衝擊
Breath of Sindragosa|辛德拉苟莎之息
Crumble|崩毀
Spear Flurry|長矛亂舞
Obliterator Barrage|消滅者彈幕
Irrepressible Rage|怒不可抑
Summon Iron Horde|召喚鋼鐵部落
Hammer Crater|重錘扔擲
Obscured Vision|朦朧幻象
Healing Light|治療之光
Firefury Trial|火怒試煉
Spew Oil|噴油
Gronnstalker's Trophy|古羅巡者的戰利品
Black Powder|黑火藥
Pedal to the Metal|油門踩到底
Shadow Rune|暗影符文
Magnevoid|磁化虛無
Frozen Pulse|冰凍衝擊
Iron Charge|鋼鐵衝鋒
Death Throes|死亡掙扎
Feeding Time|餵食時間
Greeting|打招呼
Void Vortex|虛無漩渦
Round Up|圍捕
Sanctified Strike|聖化打擊
Falling Debris|掉落的殘骸
Storm of the Destroyer|毀滅者風暴
Last Rites|最後的儀式
Auchindoun Defense Construct|奧齊頓防衛傀儡
Void Devastation|虛無破壞
Deathspike|死亡尖刺
Four Winds|四方之風
Retreat!|撤退!
Burning Shrapnel|燃燒破片
Daggerfall|刃雨
Demolisher Missile|石毀車飛彈
Fel Lash|魔化鞭笞
Windwall|風牆
Pit of Sacrifice|犧牲之淵
Drop Coin|掉落硬幣
Summon Broom|召喚掃帚
Summon Yrel|召喚伊芮爾
Curtain of Flame|火焰帷幕
Sanctified Ground|沐聖之地
Skullcracker|碎顱
Soul Vessel|魂器
Fetid Spit|惡臭吐息
Fel Pool|魔化池
Plague Spit|染疫噴吐
Tribal Stone|部族之石
Arrows|箭矢
Comet Storm|彗星風暴
Cure Winterwasp Poison|治療冬蜂之毒
Stone Storm|岩石風暴
Earth Crush|大地碾壓
Necrotic Pitch|亡域瀝青
Volatile|爆燃
Tremor|震顫
Demonic Intrusion|入魔
Rallying Banner|振奮旌旗
Sticky Grenade|黏性手榴彈
Rending Cleave|裂空順劈斬
Dervish|旋曲刀
Shrapnel Storm|破片風暴
Shackled Soul|束縛靈魂
Cast Down|扔下去
Pollinating|授粉
Torn Spirits|魂飛魄散
Bone Crusher|碎骨打擊
No Escape|無處可逃
Defender|防禦者
Lens Flare|眩光
Shadow Channel|暗影引導
Shielding|護盾
Hologram-ify|全像儀化
Fiery Smash|熾熱潰擊
Summon Pale|召喚蒼白獸人
Iron Barrage|鋼鐵彈幕
Molten Steel|熔火之鋼
Empower Warbird|強化戰禽
Tidal Crash|潮汐暴擊
Felblast|魔化衝擊
Sticky Spores|黏稠孢子
Radiant Fury|輻光之怒
Warden's Chain|看守者鎖鍊
Ner'zhul's Ritual|耐祖奧的儀式
Power Conduit|能量導體
Bound Revenant|禁錮的亡魄
Decaying Glob|凋零液珠
Omen of Death|死亡預兆
Psychic Terrors|心靈恐懼
Inspecting|檢查中
Void Barrage|虛無彈幕
Solar Blast|陽炎衝擊
Light Beams|光束
Ancestors' Might|先祖之力
Ritual of Bones|祭儀骸骨
Soul Well|靈魂井
Warmth|溫暖
Mushroom|蘑菇
Clusterpult Shot|叢彈射擊
Mushroom Growth|蘑菇成長
Guard Breaker|破除防禦
Exploding Mushroom|爆炸蘑菇
Shattering|粉碎
Dark Prophecy|黑暗預言
Armed|武裝
Soul Geyser|靈魂噴泉
Warden's Hammer|看守者之錘
Ritual of Destruction|毀滅儀式
Wake Up|甦醒
Bringing Down the Canyon|讓峽谷崩毀
Spore Bomb|孢子炸彈
Void Stasis|虛無靜滯
Check Vault|檢查金庫
Administering Antidote|使用解毒劑
Lava Slash|熔岩斬擊
Life-Pact|生命契約
Dark Tempest|黑暗騷動
Molten Torrent|熔岩灼流
Pin Down|釘倒在地
Soulnado|靈魂旋風
Inferno Breath|煉獄吐息
Reap|收割
Engulfing Fire|侵噬之火
Shadow Torrent|暗影洪流
Soul Bomb|靈魂炸彈
Unlocking Chest|開鎖箱子
Magma Pool|熔岩池
Rend and Tear|碎裂撕扯
Rekindle|復燃
Freeing|釋放
Loading|鼓風
Containment|牽制
Dormant|休眠
Soul Tempest|靈魂暴雨
Cannonball Barrage|砲彈彈幕
Burning Body|燃燒屍體
Unstoppable|所向披靡
Kegstand Slam|卡克思坦摔
Incoming Capsule|逼近的救生艙
Fury of the Mountain|高山狂怒
Superheated Shrapnel|極炙破片
Rejuvenating Serum|回春藥水
Debilitating Ray|衰弱射線
Spine Breaker|斷脊者
Destructive Rampage|震地暴怒
Flame Infusion|注入烈焰
Flame On|烈焰不滅
Chest-Bump|鼓舞士氣
Arming|穿戴中
Crumbling Roar|粉碎咆哮
Black Iron Cyclone|玄鐵颶風
Summon Soul|召喚靈魂
Lava Geyser|岩漿噴泉
Blade Dash|刀刃突進
Scorching Burns|灼燒烈焰
Visions from the Void|虛無幻象
Bristling Fur|針刺毛皮
Prototype Pulse Grenade|原型脈衝手榴彈
Summon Maraad|召喚瑪銳德
Arcane Empowered|強化秘法
Enkindle|火焰燒燃
Shattering Smash|粉碎潰擊
Searing Plates|灼熱鋼板
Stamping Presses|蓋印重壓
Throw Slag Bombs|投擲熔渣彈
Slag Bomb|熔渣彈
Slagged|身陷熔渣
Brutal Kick|蠻橫踢
Arcane Channel|秘法引導
Impaling Throw|穿刺投擲
Convulsive Shadows|驟發暗影
Meat Hook|肉鉤
Heavy Handed|勁道威猛
Gushing Wounds|濺血重創
Bounding Cleave|彈跳順劈斬
Force Reaction|強迫反應
Retched Blackrock|反芻黑石
Lingering Shadow|滯延暗影
Branded|烙印
Arcane Wrath|秘法懲戒
Acid Torrent|酸液洪流
Got a Barrel|取得炸藥桶
Ore Collision|礦石碰撞
Cleanup|清場
Blackrock Mortar|黑石迫擊砲
Shrapnel Blast|破片射擊
Lava Shock|熔岩震擊
Cauterizing Bolt|灼焚箭
Placing Explosive|放置炸藥
Volcanic Bomb|火山彈
Bile Pool|膽汁池
Explosive Shard|爆炸裂片
Essence Transfer|精華傳輸
Molten Slag|熔化的熔渣
Demolition|爆破
Bonechewer Ropes|噬骨繩索
Destructive Resonance|毀滅共鳴
Carnage|大屠殺
Delayed Siege Bomb|定時攻城炸彈
Demonic Essence|惡魔精華
Dark Star|黑暗之星
Crippling Suplex|致殘摔
Moving Train|行駛中的列車
Alchemist's Cauldron|鍊金師的大鍋
Ball and Chain|鍊球
Fiery Ordnance|熾炎軍火
Horrified|恐懼
Water Burst|流水爆發
Iron Shot|鋼鐵射擊
Summon Grulk|召喚格魯爾克
Incendiary Device|燃夷裝置
Explosive Round|爆炸彈
Necrotic Burst|亡域爆發
Summon Enchanted Armaments|召喚附魔武裝
Obscured|模糊不清
Chakram Vortex|戰輪漩渦
Overflow|滿溢
In Range|在距離內
Corruption Beam|腐化光束
Stone Wall|石牆
Blackrock Barrage|黑石彈幕
Slag Eruption|熔渣噴發
Void Form|虛無形態
Touch of Chaos|混沌之觸
Rune of Crushing Earth|大地碾壓符文
Chaos Wave|混沌波
Massive Strike|巨力打擊
Solar Wrath|太陽之怒
