Original|Translated
Electric Orb|전기 구체
Fire Laser|레이저 발사
Heating|달구는 중
Hammering|망치질 중
Quenching|식히는 중
Undertow|거스름너울
Hailstorm|헤일스톰
Fresh Meat|신선한 고기
Crashing Tide|밀어닥치는 물결
Rumbling Fissure|요동치는 균열
Finger of Pain|고통의 손가락
Mana Rift|마나의 균열
Power Beam|동력 광선
Throw Ashbringer|파멸의 인도자 투척
Siegeyard|공성진지
Giant Leap|엄청난 도약
Ashes to Ashes|재에서 재로
Wrath of the Ashbringer|파멸의 인도자의 격노
Templar's Infusion|기사단의 주입
Summon Murlocs|멀록 소환
Fel Crystal|지옥 수정
Blind Charge|맹목적인 돌진
Disable ALL Mounts|모든 탈것 비활성화
Fel Axe|지옥 도끼
Recall Axe|도끼 회수
Foul Pyroclasm|오염된 화염 파열
Receive Blessing|축복 받기
Summon Whelpling|새끼용 소환
K'ute|귀염나루
Disrupting|방해하는
Treating Wounds|상처 치유
Aura of Oppression|억압의 오라
Felfire Brazier|지옥불 화로
Touch of Doom|파멸의 손길
Aura of Contempt|경멸의 오라
Aura of Malice|악의의 오라
Seal of Decay|쇠약의 문장
Crushing Darkness|짓이기는 어둠
Harbinger's Mending|선구자의 치유
Cinder Breath|잿불 숨결
Infernal Spawn|지옥불정령 생성
Corruption Siphon|타락 흡수
Felfire Munitions|지옥불 탄약
Blood Surge|피 분출
Edict of Condemnation|규탄의 칙령
Hunger for Life|생명의 갈망
Empower Spirits|영혼 강화
Touch of Harm|해악의 손길
Undulation|진동
Blood Pact|피의 서약
Legion Invasion|군단 침공
Fel Rupture|지옥 파열
Roaring Flames|울부짖는 화염
Annihilating Strike|파멸의 일격
Purple Wave|보라색 파도
Empowered Healthstone|강화된 생명석
Ashen Strike|파멸의 일격
Infernal Tempest|지옥불 폭풍
Orange Wave|주황색 파도
Green Wave|초록색 파도
Demonic Possession|악마의 지배
Summon Felfire Imp|지옥불꽃 임프 소환
Player Detection|플레이어 감지
Heart Seeker|심장 절개
Flowing Strike|거침없는 일격
Dread Blades|공포의 칼날
Heavy Throw|괴력 던지기
Felfire Volley|지옥불 구체
Legion Invasion Spawn|군단 침공 생성
Resuscitating|소생
Summon Representative|대표 소환
Hexagon|육각형
Tainted Shadows|오염된 그림자
Weather|날씨
Bodyguard Miniaturization Device|경호원 축소 장치
Drop Book|책 떨어뜨리기
Gavel of the Tyrant|폭군의 망치
Explosive Runes|폭발 룬
Gathering Darkness|밀려드는 어둠
Final Breath|마지막 숨결
Fel Corruption|지옥 타락
Slick Ice|미끄러운 얼음
Upgrade|강화
Call of Flame|화염의 부름
Dark Bond|암흑 결속
Podling Swarm|포들링 무리
Retrieving the Ashbringer|파멸의 인도자 회수
Hellfire Assault|지옥불 공성전
Vision of Death|죽음의 환영
Fel Puddle|지옥 수렁
Earthen Slam|대지 강타
Fel Barrage|지옥 포화
Unleashed Energy|방출된 에너지
Fly to the Broken Shore|부서진 해변으로 날아가기
Corrosive Burst|부식성 폭발
Void Bomb|공허 폭탄
Siege Nova|공성 회오리
Shoulder Demon|어깨 위 악마
Command Table|사령관의 탁자
Summon Blood Knights|혈기사 소환
Summon Stones of Creation|창조의 돌 소환
Draining|흡수 중
Conducted Shock Pulse|전도된 충격파
Doom Spike|파멸의 쐐기
Phase Blink|위상 점멸
Foul Trap|오염된 함정
Fel Imp-losion|지옥 임프 폭발
Tidal Splash|파도의 쇄도
Fel Fury|지옥 격노
Grasping Hands|붙잡는 손
Explosive Burst|폭발적인 분출
Righteous Strength|정의의 힘
Lacerating Swipe|톱니 휘둘러치기
Massive Blast|육중한 강타
Volatile Reaction|불안정한 반응
Revealing Light|간파의 빛
Expel Soul|영혼 방출
Fel Hellstorm|마의 지옥폭풍
Sweeping Slash|휩쓰는 베기
Lunar Tempest|달빛 폭풍
Cavitation|진공
Fel Swipe|지옥 휩쓸기
Ghastly Wail|섬뜩한 통곡
Exposed Core|노출된 핵
Summon Malfurion|말퓨리온 소환
Wake of Destruction|파괴의 물결
Seed of Destruction|파괴의 씨앗
Growing Darkness|커지는 어둠
Visions of Kilrogg|킬로그의 시선
Summon Scout|정찰병 소환
Fiery Residue|화염 잔류물
Felseeker|지옥의 추적
Fel Detonation|지옥 폭발
Cancel S.E.L.F.I.E. Camera.|촬영 종료
Shadowforce|어둠의 힘
Fel Conduit|지옥 전도체
Take Selfie|내 얼굴 촬영
Dark Inquisition|암흑 심문
Fuel Streak|연료 뿌리기
Empowered Fel Hellstorm|강화된 마의 지옥폭풍
Phantasmal Winds|실체 없는 바람
Feast of Souls|영혼의 향연
Tower Destroyed 1|탑 파괴 1
Pump|뿜기
Unstable Orb|불안정한 구체
Pumping|뿜기
Gazing Shadows|응시하는 어둠
Shattered Defenses|으스러진 방어
Empowered Felseeker|강화된 지옥의 추적
Surging Shadows|쇄도하는 어둠
Felblaze Charge|지옥화염 돌격
Falling Slam|내리찍기
Empowered Shadowforce|강화된 어둠의 힘
Ride Dragon|용 타기
Gain Energy|에너지 획득
Rousing|깨우는 중
Fel Frenzy|지옥 광기
Plague Bolt|역병 화살
Fel Claws|지옥 발톱
Fel Chakram|지옥 회전 표창
Fel Leap|지옥 도약
Unbreakable Will|굳은 의지
Deliver the Light|빛 전달자
Activate Portal|차원문 활성화
Fel Sunder|지옥 가르기
Abyssal Smash|심연의 강타
Blade's Fury|칼의 분노
Grapple Ready|갈고리 준비 완료
Hellfire Shot|지옥불 발사
Dark Ritual|암흑의 의식
Localized Storm|국지적 폭풍
Infectious Bite|감염성 깨물기
Area Trigger Dialog|지역 트리거 대화
Soul Bolt|영혼의 화살
Grapple Point|갈고리 위치
Flash Fire|돌발 불길
Bursting Ulcer|폭발하는 궤양
Summon Lady Liadrin|여군주 리아드린 소환
Summon Bloodvalor|블러드밸러 소환
Summon Bloodwrath|블러드레이스 소환
Fel Incineration|지옥 소각
Summon Sunwalkers|태양길잡이 소환
Wrath of Nature|자연의 천벌
Grapple Marker Area Trigger|갈고리 표시 지역 트리거
Consume Magic|마법 삼키기
Inevitable|불가피
Summon Paladins|성기사 소환
Infernal Core|지옥핵
Grapple Land|갈고리 내리기
Belly Slam|복부 격돌
Rancor|원한
Scene: Oronok Destroys Wall - Oronok|장면: 오로노크 벽 파괴 - 오로노크
Primal Roar|원시 포효
Launch Bonus Objective|추가 목표 실행
Summon Infectious Grubs|감염성 땅벌레 소환
Ride Vethir|베시르 타기
Demonsteel Armguards|악마강철 손목보호대
Demonsteel Waistguard|악마강철 허리보호대
Demonsteel Pauldrons|악마강철 견갑
Demonsteel Greaves|악마강철 경갑
Demonsteel Helm|악마강철 투구
Demonsteel Gauntlets|악마강철 건틀릿
Demonsteel Boots|악마강철 장화
Demonsteel Breastplate|악마강철 가슴보호갑
Summon Shadow Illusion|그림자 환영 소환
Soul Sunder|영혼 가르기
Fel Blade|지옥 칼날
Searing Blaze|이글거리는 불길
War Drums|전쟁 북
Nightmare Corruption|악몽 타락
Inscribing Your Name|이름 각인
Plagued Spit|역병 타액
Shadow Swipe|어둠의 휩쓸기
Tutorial Camera|연습 카메라
Inspiring Light|격려의 빛
Plague Burst|역병 폭발
Allure of Flames|불꽃의 유혹
Lap Sits|무릎에 앉기
Ferocious Howl|흉포한 울음소리
Shadow Lash|암흑 채찍
Shortfuse Special|쇼트퓨즈 특제 폭탄
Soulfire|영혼의 불꽃
Fel Offering|지옥의 선물
Fel Tremors|지옥의 울림
Blessing of Dawn|여명의 축복
Static Maelstrom|정전기 소용돌이
Unleashed Nightmare|방출된 악몽
Obliterum|소멸석
Summon Felstalker|지옥사냥개 소환
Burning Out|소진
Mighty Smash|강력한 강타
Orb of Destruction|파괴의 구슬
Elemental Infusion|정령 주입
Dispelling|파괴 중
Barbed Tongue|가시 돋친 혀
Rancid Pool|역겨운 웅덩이
Shattering Crash|분쇄의 충돌
Fly to Broken Shore|부서진 해변으로 날아가기
Demon Threat Ping|악마 위협 신호
Erupting Slam|분출의 격돌
Demon Taint|악마 타락
Pollen Cloud|꽃가루 구름
Doom Shroom|파멸의 버섯
Throw Water|물 끼얹기
Anti-Matter|반물질
Shadow Pact|어둠의 거래
Burning Maw|불타는 아귀
Holy Flurry|신성 질풍
Death Brand|죽음의 낙인
Felflame Shield|지옥불길 보호막
Change Name|이름 변경
Demonic Bond|악마의 결속
Quench|식히기
Curse of Lethargy|무기력의 저주
Rending Howl|분쇄의 포효
Infernal Smash|지옥불 강타
Light of the Martyr|순교자의 빛
Paying Respects|경의 표하기
Blazing Wounds|타오르는 상처
Keen Edge|뾰족한 칼끝
Spew Corruption|타락 분출
Axe|도끼
Rumbling Earth|지축을 울리는 대지
Corruption Bolt|타락의 화살
Fly to Dalaran|달라란으로 날아가기
Charm Rescue|현혹 구출
Residual Energy|잔류 마력
Soul Image|영혼 형상
Fel Sear|지옥의 불태우기
Ysera's Wrath|이세라의 분노
Fel Burn|지옥 불태우기
Burning Mirror|불타는 거울
Felblaze Rush|지옥화염 쇄도
Chaos Implosion|혼돈의 파열
Grapple!|갈고리!
Delirium's Descent|착란의 강림
Howling Axe|울부짖는 도끼
Enraged Regeneration|격노의 재생력
Demolishing Leap|파괴의 도약
Consume Spirit|영혼 집어삼키기
Unstable Soul|불안정한 영혼
Mark of the Necromancer|강령술사의 징표
Void Haze|공허의 안개
Fel Shield|지옥 보호막
Panic!|공황
Nightmare Portal|악몽의 차원문
Launch Docks Intro Quest|선착장 도입 퀘스트 실행
Blade of Justice|심판의 칼날
Summon Runestone|룬석 소환
Soul Fissure|영혼 균열
Planting|설치 중
Summon Hand of Argus|아르거스의 대리인 소환
Nightmare Visage|악몽의 형상
Wailing Horror|울부짖는 공포
Burning Hands|타오르는 손
Special|특수
Firmament Stone|창공석
Fel Hand Cosmetic|지옥의 손
Summon Portal Guardian|차원문 수호자 소환
Fill Barrel|통 채우기
Agitate|휘젓기
Ashen|잿빛
Radiation Sickness|마력 울렁증
Stalwart Guardian|충직한 수호자
Aktar Conversation|아크타르 대화
Low Tide|썰물
Epidemic|전염병
Shackled Torment|구속된 고통
Ocular Blast|시각 폭발
Chaos Orb|혼돈의 보주
Break Spirit|영혼 파괴
Call to Arms!|긴급 소집!
Summoning|소환
Start Event|이벤트 시작
Summon Sandfury Illusion|성난모래 환영 소환
Inspiring Presence|고무적인 존재
Lit Torch|불붙인 횃불
Fel Rush|지옥 돌진
Energy Arc|마력 줄기
Doom Lord Transform|파멸의 군주 변신
Create Shoulder|어깨보호구 생성
Waking|깨어나는
For the Alliance!|얼라이언스를 위하여!
Vehicle Aura|차량 오라
Infernal Spawn v2|지옥불정령 소환 v2
Crimson Vial|진홍색 약병
Deepening Shadows|깊어지는 어둠
Fel Chain|지옥 사슬
Deceptive Strike|기만적 일격
Shadow Riposte|그림자 반격
Ensorcelled|속박의 마법
Tides of Shadow|어둠의 파도
Shredder Stomp|벌목기 발구르기
Felstorm Gale|맹렬한 지옥폭풍
Volatile Eruption|폭발성 분출
Create Garrison: Artifact|주둔지 생성: 유물
Dark Bindings|어둠의 결속
Chains of Despair Targetting Aura A|절망의 사슬 대상 지정 오라 A
Chains of Despair Targetting Aura B|절망의 사슬 대상 지정 오라 B
Chains of Despair Targetting Aura C|절망의 사슬 대상 지정 오라 C
Hellfire Cannons|지옥불 대포
Violent Eruption|격렬한 분출
Creeping Void|퍼지는 공허
Grasp|붙잡기
Drag|끌기
Wings of Liberty|자유의 날개
Big Red Rocket|거대한 붉은 로켓
Fancy Darkmoon Feast|화려한 다크문 잔치
Sugar-Crusted Fish Feast|설탕 범벅 생선 잔치
Rending Talons|분쇄의 갈퀴발톱
Momentum|가속
Pistol Shot|권총 사격
Felrune Barrier|지옥 룬 방벽
Fancy Feaster|화려한 잔치 참석자
Empowered Massive Blast|강화된 육중한 강타
Wave Crush|파도 분쇄
Disabling|비활성화 중
Silkweave Pantaloons|비단매듭 통바지
Silkweave Hood|비단매듭 두건
Silkweave Gloves|비단매듭 장갑
Silkweave Slippers|비단매듭 끌신
Imbued Silkweave Bracers|마력 깃든 비단매듭 팔보호구
Imbued Silkweave Cinch|마력 깃든 비단매듭 허리끈
Imbued Silkweave Epaulets|마력 깃든 비단매듭 견장
Imbued Silkweave Pantaloons|마력 깃든 비단매듭 통바지
Imbued Silkweave Hood|마력 깃든 비단매듭 두건
Imbued Silkweave Gloves|마력 깃든 비단매듭 장갑
Imbued Silkweave Slippers|마력 깃든 비단매듭 끌신
Imbued Silkweave Robe|마력 깃든 비단매듭 로브
Arrow of Light|빛의 화살
Rupturing Slam|파열의 격돌
Solar Chakram|태양 회전 표창
Claw Snap|발톱 가격
Breath of Senegos|세네고스의 숨결
Command: Charge!|명령: 돌진!
Demonic Sacrifice|악마의 제물
Vision Aura|환영 오라
The Blades of the Fallen Prince|타락한 왕자의 칼날
Fel Impact|지옥 충격
Raging Fire|이글거리는 불
Dummy AoE|허수아비 광역
Flurry of Feathers|깃털 질풍
Rotting Bite|부패의 물어뜯기
Touch of Nature|자연의 손길
Brackish Bolt|염수 화살
Void Surge|공허의 쇄도
Summon Lyndras|린드라스 소환
Tidal Smash|해일 강타
Bursting Shot|방출 사격
Persistence|끈기
Call of the Nameless King|이름 없는 왕의 부름
Jump Indicator|도약 표시기
Overhead Slash|내려쳐 베기
Chains of Fel|지옥의 사슬
Shoulder Tackle|어깨 태클
Ballista Shot|쇠뇌 발사
Fel Orb|지옥 보주
Belch Flame|화염 내뿜기
Soul of Mist|보호의 안개
Laceration|열상
Decaying Blast|부패의 폭발
Ashran Dominance Weekly|아쉬란 장악 주간
Flames of Argus|아르거스의 불꽃
Call For Help|지원 요청
Carry|운반
Fly to Felsoul Hold|지옥영혼 요새로 날아가기
Put Down|내려놓기
Earthshaking Crash|지축붕괴 충돌
Ashbringer's Judgment|파멸의 인도자의 심판
Burning Plague Cache|불타는 역병 보관함
Knockaway|밀쳐내기
Elemental Empowerment|정령의 강화
Ashran Dominance Repeatable|아쉬란 장악 반복
Demonic Influence|악마의 영향
Echo of the Highlord|대영주의 환영
Ashran Kill Quest|아쉬란 처치 퀘스트
Double Punch|2연타
Flameorb|화염구체
Mark Target|대상 표시
Voidburst|공허폭발
Zip Line|활강줄
Light's Grace|빛의 은혜
Embrace the Light|빛의 포용
Highlord's Judgment|대영주의 심판
Wicked Strike|악의의 일격
Nether Death Plane|황천 죽음의 차원
Communing|교감하는 중
Fan of Felblades|지옥칼날 부채
Earthen Smash|대지 강타
Mark of the Legion|군단의 징표
Primal Energies|원시 마력
Fel Bulwark|지옥 보루
Fel Winds|지옥 바람
Brutal Slash|잔혹한 베기
Crippling Slash|마비의 베기
Killed by Spear|창에 죽음
Nether Storm|황천 폭풍
Rule of Threes|3의 법칙
Crackling Energy|우지직거리는 에너지
Power of the Ashbringer|파멸의 인도자의 힘
Unstable Tear|불안정한 균열
Chaos Barrage|혼돈의 포격
Artifact Power Slotted|유물력 홈
Discovery|발견
Planting Explosives|폭발물 설치 중
Next Victim|다음 대상
Nightmare Blast|악몽 작렬
Restore Stability|안정성 복구
Maalus|말루스
Nithramus|니스라무스
Thorasus|토라수스
Sanctus|상투스
Etheralus|에테랄루스
Immaculate Haste Taladite|무결점 가속 탈라다이트
Illusion Creation|환영 생성
Felflame Crate|지옥불길 상자
Carve|저미기
Nightmarish Visions|악몽의 환각
Summon Ashildir|아쉴디르 소환
Summon Levitate Bunny|공중 부양 소환
Crash Lightning|낙뢰
Void Glare|공허의 주시
Catastrophic Collapse|대재앙의 붕괴
Dazzled|눈부심
Charged Lodestone|충전된 자철석
Arcane Rebound|비전 튕김
Ancient Healing Potion|고대 치유 물약
Ancient Mana Potion|고대 마나 물약
Ancient Rejuvenation Potion|고대 회복 물약
Draught of Raw Magic|순수한 마법의 약물
Sylvan Elixir|녹음 비약
Avalanche Elixir|산사태 비약
Skystep Potion|하늘걸음 물약
Infernal Alchemist Stone|불지옥 연금술사 돌
Potion of Deadly Grace|치명적인 은총의 물약
Potion of the Old War|옛 전쟁의 물약
Unbending Potion|굽히지 않는 자의 물약
Leytorrent Potion|지맥격류 물약
Flask of the Whispered Pact|속삭인 서약의 영약
Flask of the Seventh Demon|일곱 번째 악마의 영약
Flask of the Countless Armies|수많은 병력의 영약
Flask of Ten Thousand Scars|일만 개 흉터의 영약
Spirit Cauldron|영혼 가마솥
Searing Lash|이글거리는 채찍
Fel Destruction|지옥 파괴
Grasping Hand|붙잡는 손
End Scene|종료 장면
Build|함선 건조
Flames of the Fallen|타락자의 불길
Razor Shards|칼날 파편
Shadow Step|그림자 걸음
Storm Shock|폭풍 충격
Fel Residue|지옥 잔류물
Dismiss|치우기
Slag Trap|잿가루 함정
Summon Nethrandamus|네스란다무스 소환
Storm Breath|폭풍 숨결
Summon Altruis|알트루이스 소환
Inferno Blast|지옥불 작렬
Bug Sprayer|벌레 분무기
Fel Channelling|지옥 정신 집중
Chant of Fury|격노의 외침
Rancid Maw|썩은 아귀
Spectral Sight|영혼 시야
Summon Allari|알라리 소환
Summon Illidari|일리다리 소환
Soul Prison|영혼 감옥
Unleashed Madness|방출된 광기
Heavy Slash|묵직한 베기
Eternal Hunger|끝없는 굶주림
Nightmare Torment|악몽의 고통
Deathly Shadows|죽음의 그림자
Summon Addie|애디 소환
Addie Is Near|애디가 가까이에 있음
Summoning Imp|임프 소환
Carp|잉어
Willbreaker|의지파괴의 일격
Might of the Vrykul|브리쿨의 힘
Premonition|흉조
Picking Up|안기
Wild Transmutation|거친 변환
Ghostly Aura|유령 오라
Legion Ship Cosmetic|군단 함선
Fel Artillery|지옥 화포
Cauldron Catalyst|가마솥 촉매
Chaos Bomb|혼돈 폭탄
Smash n Bash|마구잡이 난타
Cold as Ice|얼음 한기
Ambidexterity|왼손의 달인
Dead of Winter|혹한의 겨울
Crystalline Swords|검의 환영
Ward Beam|수호물 광선
Necrotic Spittle|괴저성 침 뱉기
Summon Bat Taxi|박쥐 비행 경로 소환
King of the Jungle|밀림의 왕
Razor Ice|얼음 칼날
Burning Fire|불길
The Twinblades of the Deceiver|기만자의 쌍날검
Soul Eruption|영혼 대분출
Vampiric Cleave|흡혈 회전베기
Retched Belch|산성 트림
Earth Bolt|대지 화살
Natural Mending|자연 치유
Empowered Chains of Fel|강화된 지옥의 사슬
Earth Surge|대지 쇄도
Flame Trail|화염의 흔적
Candle Toss|양초 던지기
Invasion|침공
Aquabomb|물 폭탄
Void Star|공허의 별
Void Star Fixate|공허의 별 시선 고정
Rock Shredder|바위 분쇄
Druidic Touch|드루이드의 손길
Rush Order: Shipyard|긴급 주문: 조선소
Dark Pursuit|암흑 추격
Overflowing Fel Energy|넘치는 지옥 마력
Incomplete Binding|불완전한 결속
Nightmare Breath|악몽의 숨결
Ping Gryphon Rider|그리핀 기수 신호
Vengeful Retreat|복수의 퇴각
Explosive Rounds|폭발탄
Dive Attack|강하 공격
Leaping Swipe|도약 휘둘러치기
Shadowburn Shot|어둠의 연소 사격
Plague-Dipped Arrows|역병에 담근 화살
Dark Conduit|암흑 전도체
Spinning Glaive|회전 글레이브
Soul Conduit|영혼 전도체
Area Trigger|지역 트리거
Called Shot|지정 사격
Seething Corruption|끓어오르는 타락
Soulkeeper|영혼지킴이
Bile|담즙
Demoralized|낙담한
Gateway|관문
Felblaze Orb|지옥화염 보주
Fel-Infused Webbing|지옥 마력이 주입된 거미줄
Corrupted Overgrowth|타락한 수풀
Trailblazer|길밝힘이
Soul Vortex|영혼 소용돌이
Fel Crash|지옥 충돌
Source of Chaos|혼돈의 원천
Summon Dragon|용 소환
Flying|비행
Unleashed Storm|해방된 폭풍
Divine Steed|천상의 군마
Seek Prey|사냥감 추적
Rune Visual|룬 시각 효과
Legacy of the Windrunners|윈드러너의 유산
Call of the Storm|폭풍의 부름
Word of Versatility|유연성의 전언
Mark of the Claw|발톱의 징표
Mark of the Distant Army|원거리 군사의 징표
Mark of the Hidden Satyr|숨은 사티로스의 징표
Horn of Helheim|헬하임의 뿔피리
Ghost Form|유령 형태
Guardian Orbs|수호 구체
Call of the Hunter|사냥꾼의 부름
Shackled|속박
Summon Navarrogg|나바로그 소환
Swirling Storms|소용돌이치는 폭풍
Drain Orb Light|보주 빛 흡수
Snow Globe|유리구 속 눈보라
Storm Nova|폭풍 회오리
Blazing Swipe|불타는 후려치기
Catching|잡는 중
Horn of Valor|용맹의 뿔피리
Odd Gift|기이한 선물
Breath of Corruption|타락의 숨결
Hunting Companion|사냥의 동반자
Piercing Shards|관통 파편
Vantus Rune: Ursoc|반투스 룬: 우르속
Illidari Reinforcements|일리다리 지원군
Scourge the Unbeliever|불경스러운 스컬지
Blast of Light|빛 분출
Melee Override|근접 공격 덮어쓰기
Runic Tattoos|룬 문신
Stormkeeper|폭풍수호자
Devastator Bombardment|파멸포 폭격
Gravitational Pull|중력의 인력
Pestilence|유행병
Shimmer|일렁임
Scavenging|청소부
Violent Winds|난폭한 바람
Fel Spirits|지옥 영혼
Vethir Talk Trigger|베시르 대화 트리거
Stone Blitz|바위 공세
Furious Flames|맹렬한 불길
Storm of Blades|칼날 폭풍
Gust of Mists|안개 돌풍
Darkstrikes|암흑 강습
Foul Blast|부정 폭발
Barbed Spear|가시 돋힌 창
Freezing Blast|혹한 작렬
Chained Soul|사슬에 묶인 영혼
Lantern of Darkness|어둠의 등불
Spear of Light|빛의 창
Swirling Souls|소용돌이치는 영혼
Expel Light|빛 축출
Wind Rush Totem|바람 질주 토템
Shattering Scream|분쇄의 절규
Shredding Cyclone|파괴의 회오리바람
Personal Clone Prevention Aura|개인 복제 방지 오라
Releasing|해방 중
Crashing Storm|몰아치는 폭풍
Stalker's Mark|추적자의 표적
Rallying|회복
Pilfering|슬쩍하는 중
Master Assassin|일급 암살자
Corrupted Seed|타락한 씨앗
Curse of the Depths|심연의 저주
Meat Shield|근육 강화
Plagued|역병 걸림
Fixing|고치기
Bonebreaker|뼈파괴자
Vampiric Fangs|흡혈 송곳니
Blood Feast|피의 잔치
Unending Thirst|끝없는 갈증
Ra-den's Fury|라덴의 분노
Surging Waters|밀려드는 물길
Elune's Light|엘룬의 빛
Bag of Tricks|치명적인 속임수
Before We're Overrun: Fel Beam|더 늦기 전에: 지옥 광선
Helheim Exit Teleport|헬하임 탈출 순간이동
Mystic Tornado|신비한 뇌우
Torrent of Souls|영혼의 격류
Lightning Strikes|벼락
Scroll of Forgotten Knowledge|잊혀진 지식의 두루마리
Convincing Critter Disguise|그럴싸한 동물 위장복
Kingsbane|왕의 파멸
Vantus Rune: Nythendra|반투스 룬: 니센드라
Vantus Rune: Il'gynoth, The Heart of Corruption|반투스 룬: 타락의 심장 일기노스
Vantus Rune: Dragons of Nightmare|반투스 룬: 악몽의 용
Vantus Rune: Xavius|반투스 룬: 자비우스
Vantus Rune: Elerethe Renferal|반투스 룬: 엘레레스 렌퍼럴
Vantus Rune: Cenarius|반투스 룬: 세나리우스
Vantus Rune: Skorpyron|반투스 룬: 스코르파이론
Vantus Rune: Chronomatic Anomaly|반투스 룬: 시간 변형체
Vantus Rune: Trilliax|반투스 룬: 트릴리악스
Vantus Rune: Spellblade Aluriel|반투스 룬: 마법검사 알루리엘
Vantus Rune: Tichondrius|반투스 룬: 티콘드리우스
Vantus Rune: High Botanist Tel'arn|반투스 룬: 고위 식물학자 텔아른
Vantus Rune: Krosus|반투스 룬: 크로서스
Vantus Rune: Star Augur Etraeus|반투스 룬: 별 점술가 에트레우스
Vantus Rune: Grand Magistrix Elisande|반투스 룬: 대마법학자 엘리산드
Vantus Rune: Gul'dan|반투스 룬: 굴단
Grasp of Dargrul|다르그룰의 손아귀
Wild Carve|마구 베어내기
The Jailer's Prison|간수의 감옥
Harpoon Stomp|작살 발구르기
Combat Stance|전투 태세
Gore Charge|꿰뚫기 돌진
Sand Dune|모래 언덕
Reuse|재사용
Castigation|책망
Summon Mograine|모그레인 소환
Idol of Rage|분노의 우상
Turbo Charge|터보 돌진
Storm Conduit|폭풍 전도체
Umbilicus Eternus|흡혈의 구
Dancing Blade|춤추는 칼날
Kvaldir Cage|크발디르 우리
Aethril|에이트릴
Dreamleaf|꿈잎사귀
Foxflower|여우꽃
Fjarnskaggl|피아른스카글
Starlight Rose|별빛 장미
Felwort|지옥나물
Call Vethir|베시르 부르기
Jump to Fury Scenario|분노 시나리오로 이동
Absorbing|흡수
Call to the Void|공허의 부름
Astral Portal|영혼 차원문
Eternal Call to the Void|공허의 영원한 부름
Mercenary Contract|용병 계약
Tempest Attunement|폭풍 조율
Rising Tide|밀려드는 파도
Fel Bombardment|지옥 폭격
Stinging Shards|뾰족한 조각
Foxflower Scraps|여우꽃 조각
Soul Bind|영혼 결속
Double Strike|이중 타격
Watery Splash|물 튀기기
Dragon's Wrath|용의 분노
Flame of Woe|비통의 불꽃
Rowing|노 젓기
Basic Dimensional Rifting|기초 차원 이동
Spectre|악령
Curse of the Witch|마녀의 저주
Holy Prayer|신성의 기원
Smoldering Infernal Core|이글거리는 지옥핵
Aegis of Aggramar|아그라마르의 아이기스
Retrieving the Doomhammer|둠해머 회수 중
Dreamwalk|꿈길걸음
Call Eagle Spirit|독수리 영혼 부르기
Teleport: Hall of the Guardian|순간이동: 수호자의 전당
Shocked|충격받음
Plant Seed|씨앗 뿌리기
Ragnarok|라그나로크
Divide|디바이드
Eonar's Grace|이오나의 은총
Abolish Magic|마법 해제
Mind Quickness|민첩한 정신
Initiation|개전
Train of Thought|생각의 흐름
Shadow Clone|복제된 그림자
Murloc Viking|멀록 바이킹
Barbed Web|가시 돋친 거미줄
Razors|칼날
Pull|잡아당기기
Creeping Shadows|다가오는 그림자
Void Corruption|공허의 타락
Mental Fortitude|강인한 정신
A Mother's Love|어머니의 사랑
Fel Creep|지옥덩굴
Gravity|중력
Sphere of Insanity|광기의 구슬
Fel Spikes|지옥 가시
Cosmic Scythe|공간의 낫
Nether Rip|황천의 소용돌이
Interdimensional Mirror|다차원 거울
Summon Aviash|아비아쉬 소환
Seaforium Blasting Stick|시포리움 폭발 막대
Caltrops|마름쇠 덫
Cauterizing Blink|소작의 점멸
Horrid Breath|끔찍한 숨결
Dismantling|해체 중
Infusing|주입 중
Soul Cage|영혼 감옥
Fel Spray|지옥 분사
Waygate Transfer|차원문 이동
Infernal Cleave|지옥불 회전베기
Spear Leap|창 도약
Shackle Soul|영혼 구속
Shroud Strike|장막의 일격
Focused Light|집중된 빛
Felbound|지옥결속
Lock and Load|실탄 장전
Taint of the Sea|바다의 오염물
Spear of Anguish|고뇌의 창
Expunge|유출
Spirit Journey|영혼 여행
Foul Bile|부정의 담즙
Drelanim Whisperwind|드렐라님 위스퍼윈드
Bonestorm|뼈폭풍
Energy Trap|에너지 함정
Start Scenario|시나리오 시작
Leap!|도약!
Fall Down|넘어짐
Dark Arrow|암흑 화살
Biting Winds|살을 에는 바람
Gathering Storm|휘몰아치는 폭풍
Glacial Advance|빙하 진군
Reap Soul|영혼 수확
Soul Echoes|영혼의 메아리
Fel Trap|지옥 덫
Salvaging|회수하는 중
Defiant Strike|저항의 일격
Rejuvenating Waters|원기 회복의 물
Beaming Gaze|빛줄기 시선
Call of the Warblades|전투검의 부름
Spiked Carapace|가시 껍질
Aftermath|재앙의 여파
Mighty Slam|강력한 강타
Pirate Hat|해적 모자
Marrowrend|골수분쇄
Aqua Spout|물 분출
Reinforced Armor|방어 강화
Death's Caress|죽음의 마수
Good Karma|선한 업보
Nightwell Energy|밤샘의 마력
Raging Fury|몰아치는 격노
Create TH Conversation|TH 대화 생성
Channel Magic|마법 집중
Chilled to the Core|심장을 파고드는 한기
Nightblade|암흑칼날
Shattered Rune|룬 파편
Short Fuse|짧은 도화선
Energy Burst|에너지 폭발
Phase Prereq|차원 필요조건
Blinding Peck|눈 쪼기
Fiery Blink|화염 점멸
Mercenary Mount|용병 탈것
