Original|Translated
Draw Magic|Extraer magia
Zephyr|travieso
Searing Wrath|Cólera abrasadora
Blood Draw|Extracción de sangre
Poisoned Spear|Lanza envenenada
Nimble Fingers|Dedos diestros
Sticky Web|Telaraña pegajosa
Outbreak|Brote
Disco Ball|Bola de discoteca
Survival Instincts|Instintos de supervivencia
Leeching Poison|Veneno parasitante
Flame Fury|Furia de llamas
Rot Armor|Pudrir armadura
Rock Shield|Escudo de roca
Steam Blast|Golpe de vapor
Riding Trainer Advertisement Effect|Efecto de anuncio de instructor de equitación
Bone Toss|Lanzamiento de hueso
Magnataur Charge|Carga de magnatauro
Frostbite Weapon|Arma Congelamiento
Devour Ghoul|Devorar necrófago
Anti-Magic Zone|Zona antimagia
Nourish|Nutrir
Arcane Jolt|Zarandeo Arcano
Paralyzing Slime|Babosa paralizadora
Power Sap|Savia poderosa
Carve Stone|Esculpir piedra
Arcane Cleave|Cuchilla Arcana
Ice Shard|Fragmento de hielo
Ice Boulder|Roca de hielo
Lightning Channel|Canalizar relámpago
Eject All Passengers|Eyectar a todos los pasajeros
Focus Beam|Haz de enfoque
Conversion Beam|Rayo de conversión
Weakened Resolve|Resolución debilitada
Resuscitate|Resucitar
Bleeding Out|Desangrarse
Plague Strike|Golpe de peste
Lightning Charge|Carga relámpago
Charged Skin|Piel cargada
Raven Flock|Bandada de cuervos
Thundering Stomp|Pisotón atronador
Energize Cores|Energizar núcleos
Summon Iron Dwarf|Invocar a enano férrero
Summon Malformed Ooze|Invocar moco deforme
Lightning Ring|Anillo de relámpagos
Blood Boil|Hervor de sangre
Boulder Toss|Lanzar roca
Blood Mirror|Espejo de sangre
Run Through|Atravesar
Lightning Shock|Choque de relámpagos
Death Gate|Portón de la muerte
Dark Matter|Materia oscura
Call Azure Ring Captain|Llamar a capitán del anillo azur
Milling|Moler
Amplify Magic|Amplificar magia
Shadow Barrage|Tromba de las Sombras
Time Bomb|Bomba de tiempo
Killing Machine|Máquina de matar
Searing Gaze|Mirada abrasadora
Place Banner|Dejar estandarte
Pillar of Frost|Pilar de Escarcha
Chaos Bolt|Descarga de Caos
Soulthirst|Sed de alma
Webs|Telaranas
Venture Company Beatdown!|¡Paliza a Ventura y Cía.!
Summon Spider|Invocar araña
Smoldering Bones|Huesos humeantes
Thunderstorm|Tormenta de truenos
Burning Blaze|Llamarada ardiente
Tidal Waves|Maremotos
Bonk|Capón
Taunt Flag|Bandera de Provocar
Ram|negro
Killing Spree|Asesinato múltiple
Fan of Knives|Abanico de cuchillos
Emblazon Runeblade|Engalanar hojarruna
Rotate|Rotar
Screams of the Dead|Alaridos de los muertos
Rain of Darkness|Lluvia de oscuridad
Frostfire Bolt|Descarga de Pirofrío
Static Discharge|Descarga estática
Spectral Strike|Golpe espectral
Lost Soul|Alma perdida
Typhoon|Aguablanca
Freya's Ward|Resguardo de Freya
The Brewmaiden's Blessing|Bendición de la camarera
Deathbolt|Descarga de muerte
Frost Cleave|Cuchilla de Escarcha
Bloodworm|Gusano de sangre
Corrode Flesh|Corroer carne
Cleanse Spirit|Limpiar espíritu
Call of the Dead|Llamada de los muertos
Undying Resolve|Determinación imperecedera
Scourge Disguise|Disfraz de la Plaga
Homing Missile|Misil buscador
Axe Throw|Lanzar hachas
Charge Up|Cargar
Burning Fists|Puños ardientes
Explosive Rune|Runa explosiva
Eject Passenger 3|Eyectar pasajero 3
Leaping Face Maul|Salto magullador de cara
Devour Humanoid|Devorar humanoide
Squish|Chapotear
Shattering Stomp|Pisotón destrozador
Temper|Templar
Charm Channel|Canalizar embelesar
Lightning Burst|Ráfaga de relámpagos
Violent Crash|Colisión violenta
Boulder Throw|Lanzar roca
Realm of Shadows|Reino de las Sombras
Furious Charge|Carga furiosa
Shadow Pounce|Abalanzarse a las Sombras
Hurl Boulder|Lanzar roca
Devour Flesh|Devorar carne
Scorched Earth|Tierra agostada
Deflection|Desvío
Swarm|Enjambre
Summon Ghouls|Invocar necrófagos
Burst at the Seams|Lleno a rebosar
Ghoulplosion|Necrofaplosión
Hemotoxin|Hemotoxina
Cannonball|Bola de cañón
Void Strike|Golpe de vacío
Void Shield|Escudo de vacío
Accelerate|Acelerar
Time Shift|Alterar tiempo
Dull Weapons|Armas romas
Temporal Vortex|Vórtice temporal
Static Overload|Sobrecarga estática
Arcane Wave|Ola Arcana
Voodoo Doll|Muñeco de vudú
Constricting Chains|Cadenas constrictoras
Lightning Charged|Relámpago cargado
Steal Flesh|Robar carne
Terrified|Aterrorizado
Hurl Weapon|Lanzar arma
Piercing Arrow|Flecha penetrante
Barbed Net|Red con púas
Arc Weld|Arco soldado
Time Warp|Distorsión temporal
Disperse|Dispersar
Wounding Strike|Golpe hiriente
Interrogation|Interrogatorio
Molten Fury|Furia de arrabio
Counterattack|Contraataque
Spike Trap|Trampa de púas
Spell Damping|Mitigar hechizos
Thunderbolt|Descarga de truenos
Poisonous Cloud|Nube venenosa
Arc Lightning|Arco eléctrico
Pulsing Shockwave|Ola de choque latente
Lightning Whirl|Remolino de relámpagos
Lightning Nova|Nova de relámpagos
Spark Frenzy|Frenesí chisposo
Duel Flag|Bandera de duelo
Summon Anub'ar Champion|Invocar a Campeón Anub'ar
Summon Anub'ar Necromancer|Invocar a nigromante Anub'ar
Summon Anub'ar Crypt Fiend|Invocar a maligno de cripta Anub'ar
Flurry of Claws|Aluvión de garras
Electro Shock|Choque eléctrico
Charged Flurry|Aluvión cargado
Poison Tipped Spear|Lanza con punta envenenada
Cover|Refugio
Runic Focus|Enfoque rúnico
Worgen's Blood|Sangre de huargen
Spike Bomb|Bomba de pinchos
Volatile Trap|Trampa volátil
Ensnaring Trap|Trampa enredadora
Chimaera Shot|Disparo de quimera
Apocalypse|Apocalipsis
Assassinate|Asesinato
Unstable Energy|Energía inestable
Careful Aim|Afinar la puntería
Invigoration|Vigorización
Master's Call|Llamada de maestro
Animate Bones|Animar huesos
Kill Shot|Disparo mortal
Sanctified Wrath|Cólera santificada
Divine Storm|Tormenta divina
Acid Cloud|Nube ácida
Web Grab|Agarrón de telaraña
Bear Trap|Trampa para osos
Leeching Swarm|Enjambre parasitante
Emerge|Aparecer
Carrion Beetles|Alfazaques carroñeros
Beacon of Light|Señal de la Luz
Infusion of Light|Infusión de Luz
Hammer of the Righteous|Martillo del honrado
Shield of the Righteous|Escudo del honrado
Dart|Rana
The Light of Dawn|La luz del alba
Unholy Blight|Añublo profano
Poisoned Fangs|Colmillos envenenados
Soul Feast|Festín de almas
Rebuke|Reprimenda
Fierce Winds|Vientos feroces
Pygmy Oil|Aceite de pigmeo
Trespasser!|¡Intruso!
Shadow Bite|Mordedura de las Sombras
Knockback Ball Passive|Bola de boxeo pasiva
Summon Ethereal Sphere|Invocar esfera etérea
Incite|Incitar
Water Blast|Explosión de agua
Lava Burn|Quemadura de lava
Water Globule|Glóbulo de agua
Splatter|Salpique
Web Shot|Disparo de telaraña
Mark of Darkness|Marca de oscuridad
Void Shift|Al vacío
Burst|Ráfaga
Water Wall|Muro de agua
Ray of Pain|Rayo de dolor
Jump Attack|Ataque con salto
Shroud of Darkness|Sudario de oscuridad
Torment|coagulado
Whirling Winds|Vientos arremolinados
Serpent Strike|Golpe del dragón
Form Check|Comprobación de forma
Spirit Burn|Quemadura de espíritu
Incorporeal|Incorpóreo
Sapper Charge|Carga de zapador
Ablaze|Prender fuego
Cold Feet|Pies fríos
Teleport to Heart of Acherus|Teletransporte a El Corazón de Acherus
Mortal Strikes|Golpes mortales
Teleport to Hall of Command|Teletransporte a Sala de Mando
Bone Saw|Sierra de huesos
Abandon Vehicle|Abandonar vehículo
Purified Spirit|Espíritu purificado
Mojo Volley|Salva de mojo
Nitro Boosts|Propulsiones de nitro
Missiles|Misiles
Sawblade|Hoja de sierra
Skewer|Ensartar
Rocket|Gallina
Ticking Bomb|Bomba que hace tic tac
Bolthorn's Rune of Flame|Runa de llamas de Bolthorn
Venom Bolt|Descarga de tósigo
Face Me|Enfréntate a mí
Fire Extinguisher|Extintor
Flame Spit|Flema de llamas
Blood Plague|Peste de sangre
Poison Nova|Nova de veneno
Unlock Shackle|Abrir grillete
Frost Fever|Fiebre de Escarcha
Hysteria|Histeria
Avalanche|Avalancha
Whirling Slash|Tajo giratorio
Siege Shell|Cartucho de asedio
Drink Wine|Beber vino
Helm of Command|Yelmo de mando
Ravenous Hunger|Hambre voraz
Brutal Swipe|Flagelo brutal
Siphon Power|Succionar poder
Siphoned Power|Poder succionado
Chromie Whisper|Susurro de Cromi
Grabbed|Agarrado
Summon Flower|Invocar flor
Jump!|¡Salto!
Collapsing Cave|Cueva en derrumbe
Frost Spit|Flema de Escarcha
Call of Earth|Llamada de la tierra
Summon Earthen|Invocar terráneo
Mechano-Hog|Meca-jarly
Healing Winds|Vientos sanadores
Clean|Cabrilla
Necrotic Aura|Aura necrótica
Puncturing Strike|Golpe perforador
Death Plague|Peste mortífera
Mojo Puddle|Charco de mojo
Regurgitate|Regurgitar
Stampede!|¡Estampida!
Accelerated|Helícido
Massive Stomp|Pisotón masivo
Power Spark|Chispazo
Shadow Void|Vacío de sombras
Orb of Frost|Orbe de Escarcha
Magma Wave|Ola de magma
Sear Beam|Haz de abrasión
Eye Gouge|Sacar ojo
Heart Strike|Golpe en el corazón
Portal Beam|Haz de portal
Hover Fall|Rondar y caer
Dark Command|Orden oscura
Web Rope|Cuerda de telaraña
Broken Oath|Juramento roto
Beam Visual|Rayo visual
Kindred Spirits|Almas gemelas
Blind Faith|Fe ciega
Arcane Overload|Sobrecarga Arcana
Storm Hammer|Martillo de tormenta
Frozen Siegebolt|Descarga de asedio congelada
Mechanized Snow Goggles|Gafas de nieve mecanizadas
Surge of Power|Oleada de poder
Blessing of Might|Bendición de poderío
Blessing of Kings|Bendición de reyes
Seething Flames|Llamas iracundas
Tangled Webs|Telarañas enredadas
Steady Shot|Disparo firme
Summon Brann Bronzebeard|Invocar a Brann Barbabronce
Grip|Garra
Shadow Sickle|Hoz de las Sombras
Aura of Lost Hope|Aura de Esperanza Perdida
Drink Alcohol|Beber alcohol
Roar|Rugido
Close Rift|Cerrar falla
Wailing Winds|Vientos gemebundos
Detection|Detección
Gale|Vendaval
Storm Call|Llamada de tormenta
Pyrobuffet|Pirosacudida
Flame Shield|Escudo de Llamas
Lords Deck|Baraja de Señores
Horn of Winter|Cuerno de invierno
Retrieving|Recuperando
Storm Cloud|Nube tormentosa
Arcane Pulse|Pulso Arcano
Frostbite|Mordisquielo
Arcane Storm|Tormenta Arcana
Squall|Borrasca
Insanity|Demencia
Touch of the Val'kyr|Toque Val'kyr
Shadow Breath|Aliento sombrío
Lava Strike|Golpe de lava
Twilight Shift|Cambio crepuscular
Magma|magma
Totem of Wrath|Tótem de cólera
Sated|Saciado
Heroic Throw|Lanzamiento heroico
Beam of Light|Rayo de Luz
Summon Ghoul|Invocar necrófago
Tricks of the Trade|Secretos del oficio
Twilight Torment|Tormento del crepúsculo
Shiver|Temblar
Wind Shear|Corte de viento
Portal Channel|Canalizar portal
Summon Mason|Invocar a mampostero
Threat Pulse|Pulso de amenaza
Spectral Wolf|Lobo espectral
Heave|Lanzar
Portal to Orgrimmar|Portal a Orgrimmar
Portal to Stormwind|Portal a Ventormenta
Arcane Empowerment|Potenciación Arcana
Sad|Triste
Angry|Geoda
Scared|Asustado
Deep Freeze|Congelación profunda
Ethereal|Ciudadano
Teleport to Lake Wintergrasp|Teletransporte al Lago Conquista del Invierno
Rock Shards|Fragmentos de roca
Uncontrollable Energy|Energía incontrolable
Spirit Leap|Salto de espíritu
Spirit Walk|Camino de espíritu
Soul Cleave|Rajar alma
Summon Darion Mograine|Invocar a Darion Mograine
Crushing Leap|Salto aplastante
Choking Cloud|Nube asfixiante
Shadowmeld|Fusión de las sombras
Chromie Transform|Transformación de Cromi
Rime|Helada blanca
Vial of Blight|Vial de añublo
Throw Weapon|Lanzar arma
Switch Seats|Cambiar asientos
Enraged|enfurecido
Blight Cloud|Nube de añublo
Blight Barrel|Barril de añublo
Eject!|¡Eyectar!
Teleporting|Teletransportado
Suppressive Fire|Fuego supresivo
Portal to Undercity|Portal a Entrañas
Splash|Salpicadura
Accuracy|Precisión
Anti-Air Rocket|Cohete antiaéreo
Throw Harpoon|Lanzar arpón
Underbelly Elixir|Elixir de Los Bajos Fondos
Ticking Time Bomb|Bomba de tiempo que hace tic tac
Ground Spike|Púa de tierra
Will to Survive|Voluntad de sobrevivir
Grand Ice Mammoth|Gran mamut de hielo
Drained|Alma
Hooked|Enganchado
Launch Spear|Lanzar lanza
Summon Minions|Invocar esbirros
Summon Fetid Troll|Invocar trol fétido
Mages Deck|Baraja de Magos
Demons Deck|Baraja de Demonios
Flow of Time|Flujo del tiempo
Now is the Time!|¡Es el momento!
Demonic Blast|Explosión demoníaca
Lava Lash|Latigazo de lava
Ancient Curse|Maldición ancestral
Elemental Fury|Furia elemental
Collect Sample|Recoger muestra
Sniper Shot|Disparo de francotirador
Mekgineer's Chopper|Chopper de mekigeniero
Volatile Acid|Ácido volátil
Coin Toss|Lanzar moneda
Ascension|Ascensión
Exit Portal|Salir del portal
Strength of Wrynn|Fuerza de Wrynn
Greater Mass Teleport|Teletransporte en masa superior
Spark of Life|Chispa de vida
Fatal Strike|Golpe fatal
Eject Passenger 1|Eyectar pasajero 1
Necrotic Strike|Golpe necrótico
Plague Bite|Mordedura de peste
Massacre|Masacre
Create Alumeth's Remains|Crear restos de Alumeth
Shadow Crash|Fragor de sombra
Smolder|Abrasar
Dark Lightning|Relámpagos oscuros
Zombie Horde|Horda de zombis
Plague Blast|Deflagración de peste
Belly Flop|Planchazo
Punt|Puntapié
Ember Shower|Lluvia ámbar
Burning|Filo
Extinguish Fire|Extinguir fuego
Slide|Escurrir
Repulsion|Repulsión
Mission Complete|¡Misión cumplida!
Dominate|Dominar
Dominated|Gronnito
Charged Smash|Machaque cargado
Smelting|Fundición
Infinite Power|Poder infinito
Kirin Tor Familiar|Familiar del Kirin Tor
Demonic Soul|Alma demoníaca
Mark of Blood|Marca de sangre
Threat Proc|Proc de amenaza
Shoot Air Rifle|Disparar rifle de aire comprimido
Achievement Check|Comprobación de logro
Flaming Ball|Bola flameante
Drenched|Furibundo
Lightning Tendrils|Zarcillos de relámpagos
Overwhelming Power|Poder sobrecogedor
Meltdown|Licuar
High Voltage|Alto voltaje
Rune of Power|Runa de poder
Rune of Summoning|Runa de invocación
Petrifying Breath|Aliento petrificante
Biting Cold|Frío cortante
Stone Grip|Agarre pétreo
Hand of Reckoning|Mano de expiación
Unstable Sun Beam|Rayo de sol inestable
Photosynthesis|Fotosíntesis
Mirror Name|Nombre de espejo
Brightleaf Flux|Flujo de Hojabrillante
Solar Flare|Centella solar
Shield of Runes|Escudo de runas
Iron Roots|Raíces férreas
Thorn Swarm|Enjambre de espinas
Tar|Alquitrán
Cosmic Smash|Machaque cósmico
Speed Boost|Acelerón de velocidad
Barbed Shot|Disparo con púas
Runic Shield|Escudo rúnico
Hookshot|Disparo de anzuelo
Runic Lightning|Rayos rúnicos
Shield Smash|Machaque con escudo
Petrified Bark|Corteza petrificada
Runic Barrier|Barrera rúnica
Fists of Stone|Puños de piedra
Steam Rush|Carrera de vapor
Broken Bones|Huesos rotos
Molten|Primalista
Battering Ram|Ariete
Brittle|Quebradizo
Brightleaf's Essence|Esencia de Hojabrillante
Flame Vents|Corriente de llamas
Missile Barrage|Tromba de misiles
Searing Flame|Llamas abrasadoras
Fan the Flames|Avivar las llamas
Ice Shards|Fragmentos de hielo
Snowdrift|Ventisquero
Frozen Blows|Golpes helados
Grab Crate|Agarrar cajón
Throw Grenade|Lanzar granada
Teldrassil Sproutling|Rebrote de Teldrassil
Shock Grenade|Granada de choque
Harpoon Shot|Disparo de arpón
Eject Passenger 2|Eyectar pasajero 2
Thrust|Estocada
Enchanted Broom|Escoba encantada
Shield-Breaker|Romper escudo
Nature's Fury|Furia de la naturaleza
Power Word: Barrier|Palabra de poder: barrera
Pheromones|Feromonas
Sunbeam|Rayo de sol
Shackle|Encadenar
Lightning Lash|Latigazo de relámpagos
Surge of Darkness|Oleada de oscuridad
Hardened Bark|Corteza endurecida
Flame Jets|Caños de llamas
Aura of Despair|Aura de desesperación
Fury of the Storm|Furia de la tormenta
Grab|Agarrar
Slag Pot|Olla de escoria
Mounted Melee Victory|Victoria de ataque cuerpo a cuerpo montado
Hardened|Amotinado
Throw Javelin|Lanzar jabalina
Energy Orb|Orbe de energía
Harpooned|Capturado con arpón
Starlight|Luz estelar
Boom!|¡Bum!
Lumberjackin'|Tala
Sandbox Tiger|Tigre balancín
Summon Possessed Nightsaber|Invocar sable de la noche poseído
Beam Target State|Estado de objetivo de Haz
Freya Summon Chest|Freya invocar cofre
Summon Guardian|Invocar guardián
Chop Tree|Cortar árbol
Displace Roots|Desplazar raíces
Gravity Bomb|Bomba de gravedad
Force Cast|Forzar lanzamiento
Rocket Strike|Golpe de cohete
Summon Wood|Invocar madera
Sanity|Cordura
Summon Iron Dwarves|Invocar a enanos férreros
Frost Bite|Congelamiento
Devouring Flame|Llama devoradora
P3Wx2 Laser Barrage|Tromba de láseres P3Wx2
Jet Pack|Cinturón cohete
Saronite Vapors|Vapores de saronita
Justice|Justicia
Overhead Smash|Machaque aéreo
Dusty Explosion|Explosión polvorienta
Rapid Burst|Ráfaga rápida
Spinning Up|Puesta en rotación
Supercharged|Asediador
Dark Transformation|Transformación oscura
Desolation|Desolación
Lightning Brand|Enseña de relámpagos
Ravage Armor|Devastar armadura
Napalm Shell|Proyectil de napalm
Plasma Ball|Bola de plasma
Void Wave|Ola del Vacío
Void Barrier|Barrera de vacío
Storm Power|Poder de tormenta
Stone Shout|Grito de piedra
Lightning Arc|Arco de relámpagos
Rumble|Escombros
Summon Scrap Bot|Invocar Chatarrobot
Falling Rubble|Escombros que caen
Create Lance|Crear lanza
Disguise|Disfraz
New Moon|Luna nueva
Lunge|Embestida
Squeeze|Exprimir
Body and Soul|Cuerpo y mente
Erupt|Emerger
Curse of Doom|Maldición de fatalidad
Empowered|potenciado
Weakened|Debilitado
Lunatic Gaze|Mirada lunática
Overcharged|Sobrecarga
Hand Pulse|Pulso de mano
Strength of the Pack|Fuerza de la manada
Rip Flesh|Destripar carne
Barrel Toss|Lanzar barril
Shattering Throw|Lanzamiento destrozador
Spinning|Hoja
Sentinel Blast|Explosión de centinela
Phase Punch Alpha|Cambiar a fase Alfa
Sonic Screech|Chirrido sónico
Seeping Feral Essence|Esencia feral acuosa
Feral Rush|Ataque feral
Dark Shield|Escudo oscuro
Check for Players|Comprobar jugadores
Throw Bucket of Water|Lanzar cubo de agua
Nature Bomb|Bomba de Naturaleza
Self-Destruction|Autodestrucción
Water Spray|Pulverizador de agua
Frost Bomb|Bomba de Escarcha
Magnetic Field|Campo magnético
Focused Laser|Láser enfocado
Living Flame|Llama viva
Superheated Winds|Vientos sobrecalentados
Energy Sap|Zapa de energía
Damaged|Dañado
Fuse Armor|Fundir armadura
Charged Leap|Salto cargado
Devastating Leap|Salto apabullante
Elune's Wrath|Enojo de Elune
Flaming Fists|Puños flameantes
Divine Hymn|Himno divino
Flaming Rune|Runa flamante
Summon Assassin|Invocar asesino
Holy Mending|Alivio Sagrado
Fusion|Fusión
Lightning Field|Campo de relámpagos
Ride the Lightning|A lomos del relámpago
Reorigination|Recreación
Arrival|Llegada
Twilight Bolt|Descarga Crepuscular
Defense Matrix|Matriz de defensa
Trash Compactor|Compactador de basura
Sawblades|Hojas de sierra
Capturing|Capturando
Speed Up|Velocidad +
Twilight Portal|Portal Crepuscular
Consumed|Consumido
Extinguish Flames|Extinguir llamas
Teleport to Safety|Teletransporte a lugar seguro
Roiling Seas|Mares turbios
Gear Scaling|Escala de equipo
Singed|Chamuscado
Proximity Mine|Mina de proximidad
Constrict|Oprimir
Summon Wind Rider|Invocar jinete del viento
Mount Up|Montar
Sunny|Soleado
Summon Shade of the Kaldorei|Invocar Sombra de los Kaldorei
Summon Chase Target|Invocar perseguir objetivo
Attack Cue|Atacar cola
Surge of Light|Oleada de Luz
Dark Surge|Oleada oscura
Unleashed Light|Luz desatada
Insect Swarm|Enjambre de insectos
Permafrost|viviente
Knockback Self|Autorrechazo
Frost Trap|Trampa de Escarcha
Heal Bomb|Bomba de sanación
Moonlight|Luz de luna
Magic Rooster|Gallo mágico
Pursuing Spikes|Persecución de púas
Shadowbolt|Descarga de las Sombras
Touch of Light|Toque de la Luz
Experience|Experiencia
Flametongue Weapon|Arma Lengua de Fuego
Maelstrom Weapon|Arma vorágine
Hand of Protection|Mano de protección
Dark Vortex|Vórtice de la oscuridad
Lightning Arrows|Flechas de relámpagos
Legion Flame|Llama de la Legión
Infernal Eruption|Erupción infernal
Nether Portal|Portal abisal
Spinning Pain Spike|Punta de dolor giratoria
Shadow Veil|Velo de sombras
Mistress' Kiss|Beso de la Maestra
Throw Net|Lanzar red
Feast|Festín
Fel Streak|Veta vil
Fel Inferno|Inferno vil
Fel Shock|Choque vil
Incendiary Rocket|Cohete incendiario
Summon Memory|Invocar rememoración
Confess|Confesar
Waking Nightmare|Pesadilla lúcida
Flaming Spear|Lanza flamígera
Burning Breath|Aliento ardiente
Flaming Cinder|Ceniza flamígera
Massive Crash|Colisión monumental
Arctic Breath|Aliento ártico
Burning Fury|Furia ardiente
Meteor Fists|Puños meteóricos
Frost Burst|Ráfaga de Escarcha
Frothing Rage|Espumarajo
Earthquake Camera Shake|Temblor de cámara tras terremoto
Fire Spit|Flema de Fuego
Acidic Spew|Vómito acídulo
Molten Spew|Vómito de arrabio
Arcane Portal|Portal Arcano
Call of the Elements|Llamada de los elementos
Call of the Ancestors|Llamada de los ancestros
Radiance|Radiancia
Burning Bite|Mordedura ardiente
Slime Pool|Charco de baba
Grenade Launcher|Lanzagranadas
Gunship Portal Click|Clic de portal de nave de guerra
Bubbly|Boquilla
Fireworks|Fuegos artificiales
Remove Aura|Eliminar aura
Unholy Might|Poderío profano
Fountain of Light|Fuente de Luz
Blade Salvo|Salva de hojas
Light Rain|Lluvia de Luz
Playing|Jugar
Tired|Cansado
Zergling Rush|Acometida de zerguezno
Zergling Periodic|Zerguezno periódico
Zergling Passive|Zerguezno pasivo
Leash|Correa
Timer|Temporizador
Flashfire|Fuego rápido
Rolling Throw|Rodar hacia atrás
Chef's Hat|Gorro de cocinero
Spirit Drain|Drenaje de espíritu
Surveying|Reconocimiento
Powering Up|Potenciando
Poison Bottle|Botella de veneno
Celerity|Celeridad
Paragon|Dechado
Pillar of Flame|Columna de llamas
Volatility|Volatilidad
Rising Fury|Furia en aumento
Summoning Ritual|Ritual de invocación
Spirit Beam|Haz de espíritu
Trampled|Pisoteado
Knocking|Golpeando
Repair Cannon|Reparar cañón
Thunder Strike|Golpe atronador
Throw Trident|Lanzar tridente
Weed Whacker|Segador de malas hierbas
Strangle|Estrangular
Portal to Dalaran|Portal a Dalaran
Infrared Heat Focals|Lentes focales infrarrojas
Kneel|Arrodillar
Curse of the Worgen|Maldición de los huargen
Rocket Pack|Paquete propulsor
Surge of Adrenaline|Oleada de adrenalina
Drowning|Ahogarse
Giant Stomp|Pisotón gigante
Chilling Wave|Ola escalofriante
Throw Saronite|Lanzar saronita
Well of Souls|Pozo de Almas
Chain Reaction|Reacción en cadena
Corrupt Soul|Alma corrupta
Unstable Elemental Unleashed!|¡Elemental inestable desatado!
Knockdown Stun|Aturdir reducido
Soulstorm|Tormenta de almas
Wailing Souls|Almas gemebundas
Ignite Weapon|Ignición de arma
Remorseless Winter|Invierno sin remordimientos
Summon Arcane Construct|Invocar ensamblaje Arcano
Arcane Chaos|Caos Arcano
Onyxian Whelpling|Vástago de Onyxia
Explosive Barrage|Tromba explosiva
Mirrored Soul|Alma reflejada
Toxic Waste|Residuo tóxico
Summon Val'kyr|Invocar Val'kyr
Rocket Barrage|Tromba de cohetes
Time is Money|El tiempo es oro
Bone Spike Graveyard|Cementerio de púas osarias
Impaled|Empalado
Shield of Bones|Escudo de huesos
Bone Storm|Tormenta ósea
Bone Volley|Salva de huesos
Gaseous Blight|Añublo gaseoso
Lethargy|Letargo
Twilight Barrier|Barrera Crepuscular
Lightning Channeling|Canalizando relámpago
Unholy Power|Poder profano
Summon Kalecgos|Invocar a Kalecgos
Ice Spikes|Púas de hielo
Grappling Gun|Pistola de gancho
Sleepy Pet|Mascota adormilada
Icy Blast|Explosión helada
Vile Gas|Gas inmundo
Invisible Beam|Haz invisible
Summon Newt|Invocar tritón
Summon Ticker|Invocar a Tictac
Spirit Form|Forma de espíritu
Mounting|Montar
Love Boat|Barca del amor
Bomb Toss|Lanzar bomba
Dark Blessing|Bendición oscura
Soul Rip|Destripar almas
Incinerating Blast|Explosión incineradora
Soul Reaper|Segador de almas
Tentacle Slam|Golpe con tentáculo
Subjugation|Subyugación
Overheat|Recalentamiento
Aura of Darkness|Aura de la Oscuridad
Hurl Spear|Tirar lanza
Taste of Blood|Sabor a sangre
Burning Pitch|Brea ardiente
Mutated Infection|Infección mutada
Rocket Artillery|Artillería de cohetes
Cauterizing Heal|Sanación cauterizante
War Harness|Arnés de guerra
Stun Break|Ruptura de aturdimiento
Ooze Flood|Raudal de mocos
Destroy Wall|Destruir muro
Summon Gyrocopter|Invocar girocóptero
Frostfire Breath|Aliento de Pirofrío
Throw Priceless Artifact|Lanzar artefacto de valor incalculable
Brilliance|Luminosidad
Gunship Cannon Fire|Disparar cañón de nave de guerra
Scale the Hill|Escalar la colina
Fire Cyclone|Ciclón de fuego
Chilled to the Bone|Helado hasta los huesos
Permeating Chill|Escalofrío penetrante
Poisoned Blade|Hoja envenenada
Green Bottle|Botella verde
Orange Bottle|Botella naranja
Hurl Axe|Lanzar hacha
Dark Binding|Vínculo oscuro
Impaling Spear|Lanza empaladora
Melee Targeting|Objetivo de cuerpo a cuerpo
Empowered Blood|Sangre potenciada
Validation|Validación
Flag Capture|Capturar bandera
Frostblade|Filoescarcha
Caught!|¡Atrapado!
Attack Me|Atácame
Mutated Transformation|Transformación mutada
Rending Throw|Lanzamiento desgarrador
Slime Puddle|Charco de baba
Grow Stacker|Apiladora de Crecer
Summon Barrel|Invocar barril
Spirit Release|Liberar espíritu
Horde Banner|Estandarte de la Horda
Spirit Alarm|Alarma de espíritu
Infest|Infestar
Heart Candy|Corazón de caramelo
Sindragosa's Fury|Furia de Sindragosa
Light's Vengeance|Venganza de la Luz
Call of Sylvanas|Llamada de Sylvanas
Advantage|Aventajado
Essence of the Captured|Esencia de los capturados
Launch Glaive|Arrojar guja
Acid Burst|Ráfaga de ácido
Deliverance|Liberación
Citizen Costume|Traje de ciudadano
Lovely Card|Tarjeta preciosa
Mayhem|Caos
Mana Barrier|Barrera de maná
Malleable Goo|Moco maleable
Essence of the Blood Queen|Esencia de la Reina de Sangre
Hammer Throw|Lanzar martillo
Frenzied Bloodthirst|Sed de sangre frenética
Hook Shot|Disparo de gancho
Dark Empowerment|Potenciación oscura
Deathchill Blast|Explosión de escalofrío mortal
Rough Landing|Duro aterrizaje
Invocation of Blood|Invocación de sangre
Clear All Status Ailments|Despejar todas las dolencias de estado
Vampiric Bite|Mordedura vampírica
Shroud of Sorrow|Embozo de pena
Kalecgos Transform|Transformación de Kalecgos
Languish|Languidecer
Glacial Blast|Explosión glacial
Mana Void|Vacío de maná
Sabotage|Sabotaje
Swarming Shadows|Sombras enjambradoras
Frozen Orb|Orbe congelado
Choking Gas|Gas asfixiante
Summon Dream Portal|Invocar portal onírico
Pact of the Darkfallen|Pacto de los Caído Oscuro
Invisible Channel Beam|Haz de canal invisible
Shadow Lance|Lanza de las Sombras
+10 Fishing|+10 de pesca
Twilight Bloodbolt|Descarga de sangre crepuscular
Remove Spear|Eliminar lanza
Vengeful Blast|Explosión vengativa
