Original|Translated
Burning Hands|燃烧之手
Special|特殊
Firmament Stone|苍穹石
Fel Hand Cosmetic|占位字符
Summon Portal Guardian|召唤传送门守卫者
Fill Barrel|装填木桶
Agitate|搅动
Ashen|灰烬
Radiation Sickness|辐射疫病
Stalwart Guardian|坚韧守卫
Aktar Conversation|阿卡塔对话
Low Tide|退潮
Epidemic|流毒
Shackled Torment|枷锁酷刑
Ocular Blast|视线冲击
Chaos Orb|混乱宝珠
Break Spirit|打碎精魂
Call to Arms!|作战动员！
Summoning|召唤
Start Event|开始事件
Summon Sandfury Illusion|召唤沙怒幻象
Inspiring Presence|英姿勃发
Lit Torch|点燃的火炬
Fel Rush|邪能冲撞
Energy Arc|能量电弧
Doom Lord Transform|末日领主变形
Create Shoulder|制造护肩
Waking|苏醒
For the Alliance!|为了联盟！
Vehicle Aura|载具光环
Infernal Spawn v2|地狱火刷新 v2
Crimson Vial|猩红之瓶
Deepening Shadows|侵蚀之影
Fel Chain|邪能锁链
Deceptive Strike|狡诈打击
Shadow Riposte|暗影逆流
Ensorcelled|被迷惑
Tides of Shadow|暗影狂潮
Shredder Stomp|破碎践踏
Felstorm Gale|邪暴狂风
Volatile Eruption|不稳定的喷发
Create Garrison: Artifact|创建要塞：神器
Dark Bindings|暗影之缚
Hellfire Cannons|地狱火炮
Violent Eruption|剧烈喷发
Creeping Void|蔓延虚空
Grasp|攫取
Drag|牵引
Wings of Liberty|自由之翼
Big Red Rocket|大型红色火箭
Fancy Darkmoon Feast|暗月豪华大餐
Sugar-Crusted Fish Feast|焦糖鱼宴
Rending Talons|撕裂之爪
Momentum|势如破竹
Pistol Shot|手枪射击
Felrune Barrier|邪能符文屏障
Fancy Feaster|豪华大餐食客
Empowered Massive Blast|强化巨力冲击
Wave Crush|波浪冲击
Disabling|破坏
Silkweave Pantaloons|丝纹马裤
Silkweave Hood|丝纹兜帽
Silkweave Gloves|丝纹手套
Silkweave Slippers|丝纹便鞋
Imbued Silkweave Bracers|灌魔丝纹护腕
Imbued Silkweave Cinch|灌魔丝纹腰带
Imbued Silkweave Epaulets|灌魔丝纹肩饰
Imbued Silkweave Pantaloons|灌魔丝纹马裤
Imbued Silkweave Hood|灌魔丝纹兜帽
Imbued Silkweave Gloves|灌魔丝纹手套
Imbued Silkweave Slippers|灌魔丝纹便鞋
Imbued Silkweave Robe|灌魔丝纹长袍
Arrow of Light|光明箭矢
Rupturing Slam|裂地猛击
Solar Chakram|炽阳飞轮
Claw Snap|利爪拍击
Breath of Senegos|塞纳苟斯之息
Command: Charge!|命令：冲锋！
Demonic Sacrifice|恶魔献祭
The Blades of the Fallen Prince|堕落王子之剑
Fel Impact|邪能冲击
Raging Fire|暴怒烈焰
Flurry of Feathers|羽毛飓风
Rotting Bite|腐烂之咬
Touch of Nature|自然之触
Brackish Bolt|盐渍飞弹
Void Surge|灵能涌动
Summon Lyndras|召唤林达斯
Tidal Smash|潮汐重击
Bursting Shot|爆裂射击
Persistence|延绵不断
Call of the Nameless King|无名君王的召唤
Overhead Slash|过顶挥砍
Chains of Fel|邪能锁链
Shoulder Tackle|肩部冲撞
Ballista Shot|弩炮射击
Fel Orb|邪能宝珠
Belch Flame|烈焰喷射
Soul of Mist|迷雾之魂
Laceration|裂痕
Decaying Blast|枯萎冲击
Flames of Argus|阿古斯之焰
Call For Help|请求支援
Carry|搬运
Fly to Felsoul Hold|飞往邪魂堡垒
Put Down|压制
Earthshaking Crash|震地碾压
Ashbringer's Judgment|灰烬使者的审判
Burning Plague Cache|烧掉瘟疫箱子
Knockaway|击退
Elemental Empowerment|元素增效
Demonic Influence|恶魔的影响
Echo of the Highlord|大领主的回音
Double Punch|双龙出海
Flameorb|烈焰球
Mark Target|标记目标
Voidburst|虚空爆炸
Zip Line|拉索
Light's Grace|光之优雅
Embrace the Light|拥抱圣光
Highlord's Judgment|大领主的审判
Wicked Strike|邪恶打击
Nether Death Plane|虚空死亡位面
Communing|正在沟通
Fan of Felblades|邪刃刀扇
Earthen Smash|大地猛击
Mark of the Legion|军团标记
Primal Energies|原始能量
Fel Bulwark|邪能壁垒
Fel Winds|邪能之风
Brutal Slash|残酷挥砍
Crippling Slash|致残挥砍
Killed by Spear|被长矛击杀
Nether Storm|虚空风暴
Rule of Threes|三之准则
Crackling Energy|爆裂能量
Power of the Ashbringer|灰烬使者之力
Unstable Tear|召唤不稳定的裂隙
Chaos Barrage|混沌弹幕
Discovery|发现
Planting Explosives|放置炸药
Next Victim|下一个
Nightmare Blast|梦魇冲击
Restore Stability|恢复稳定
Maalus|玛鲁斯
Nithramus|尼萨姆斯
Thorasus|索拉苏斯
Sanctus|萨克图斯
Etheralus|伊瑟拉鲁斯
Immaculate Haste Taladite|完美的塔拉迪特急速水晶
Illusion Creation|幻影创造
Felflame Crate|魔焰弹药箱
Carve|削凿
Nightmarish Visions|梦魇幻觉
Summon Ashildir|召唤艾希迪尔
Summon Levitate Bunny|占位字符
Crash Lightning|毁灭闪电
Void Glare|虚空闪耀
Catastrophic Collapse|毁灭坍缩
Dazzled|炫目
Charged Lodestone|充能磁石
Arcane Rebound|奥术弹射
Ancient Healing Potion|古代治疗药水
Ancient Mana Potion|古代法力药水
Ancient Rejuvenation Potion|古代活力药水
Draught of Raw Magic|原始魔力饮剂
Sylvan Elixir|林荫药剂
Avalanche Elixir|雪崩药剂
Skystep Potion|天行药水
Infernal Alchemist Stone|地狱火炼金石
Potion of Deadly Grace|致命优雅药水
Potion of the Old War|上古战神药水
Unbending Potion|不屈药水
Leytorrent Potion|魔力洪流药水
Flask of the Whispered Pact|耳语契约合剂
Flask of the Seventh Demon|第七恶魔合剂
Flask of the Countless Armies|无尽大军合剂
Flask of Ten Thousand Scars|千万战痕合剂
Spirit Cauldron|灵魂药锅
Searing Lash|灼痛鞭笞
Fel Destruction|邪能毁灭
Grasping Hand|攫取之手
Build|建造
Flames of the Fallen|堕落者之焰
Razor Shards|剃刀碎片
Shadow Step|暗影步
Storm Shock|风暴震击
Fel Residue|邪能残渣
Dismiss|解散
Slag Trap|炉渣陷阱
Summon Nethrandamus|召唤奈瑟兰达姆斯
Storm Breath|风暴吐息
Summon Altruis|召唤奥图里斯
Inferno Blast|炼狱冲击
Bug Sprayer|诱虫喷剂
Fel Channelling|邪能引导
Chant of Fury|愤怒之歌
Rancid Maw|腐坏之喉
Spectral Sight|幽灵视觉
Summon Allari|召唤阿莱利
Summon Illidari|召唤伊利达雷
Soul Prison|灵魂监狱
Unleashed Madness|释放的疯狂
Heavy Slash|沉重挥砍
Eternal Hunger|无尽饥渴
Nightmare Torment|梦魇折磨
Deathly Shadows|死亡暗影
Summon Addie|召唤艾迪
Addie Is Near|艾迪就在附近
Summoning Imp|召唤小鬼
Willbreaker|意志破坏者
Might of the Vrykul|维库之力
Premonition|预兆
Picking Up|拾起
Wild Transmutation|狂野转化
Ghostly Aura|鬼魂光环
Legion Ship Cosmetic|占位字符
Fel Artillery|邪能舰炮
Cauldron Catalyst|坩埚催化剂
Chaos Bomb|混沌炸弹
Smash n Bash|猛烈打击
Cold as Ice|凛冽寒冰
Ambidexterity|双手精通
Dead of Winter|寒冬死神
Crystalline Swords|晶化双剑
Ward Beam|守卫光束
Necrotic Spittle|死疽唾液
Summon Bat Taxi|召唤蝙蝠载具
King of the Jungle|丛林之王
Razor Ice|寒冰剃刀
Burning Fire|火焰
The Twinblades of the Deceiver|欺诈者的双刃
Soul Eruption|灵魂喷发
Vampiric Cleave|吸血顺劈
Retched Belch|反胃喷吐
Earth Bolt|大地之箭
Natural Mending|自然治愈
Empowered Chains of Fel|强化邪能锁链
Earth Surge|大地之涌
Flame Trail|烈焰尾迹
Candle Toss|蜡烛投掷
Invasion|入侵
Aquabomb|水雷
Void Star|虚空之星
Void Star Fixate|虚空之星锁定
Rock Shredder|碎岩
Druidic Touch|德鲁伊之触
Rush Order: Shipyard|加急订单：船坞
Dark Pursuit|黑暗追击
Overflowing Fel Energy|溢流邪能
Incomplete Binding|低同步率
Nightmare Breath|梦魇之息
Vengeful Retreat|复仇回避
Explosive Rounds|爆裂弹
Dive Attack|俯冲攻击
Leaping Swipe|跳跃横扫
Shadowburn Shot|燃影射击
Plague-Dipped Arrows|疫染之箭
Dark Conduit|黑暗导管
Spinning Glaive|旋转战刃
Soul Conduit|灵魂导管
Called Shot|精确射击
Seething Corruption|沸腾腐蚀
Soulkeeper|护魂者
Bile|胆汁
Demoralized|挫锐
Gateway|传送门
Felblaze Orb|邪能烈焰之球
Fel-Infused Webbing|邪能蛛网
Corrupted Overgrowth|腐化藤蔓
Trailblazer|开拓者
Soul Vortex|灵魂漩涡
Fel Crash|邪能撞击
Source of Chaos|混沌之源
Summon Dragon|召唤巨龙
Unleashed Storm|释放风暴
Divine Steed|神圣马驹
Seek Prey|搜寻猎物
Legacy of the Windrunners|风行者的遗产
Call of the Storm|风暴的召唤
Word of Versatility|全能真言
Mark of the Claw|利爪之印
Mark of the Distant Army|远程大军之印
Mark of the Hidden Satyr|隐匿萨特之印
Horn of Helheim|冥狱深渊之角
Ghost Form|鬼魂形态
Guardian Orbs|守护宝珠
Call of the Hunter|猎人的召唤
Shackled|束缚
Summon Navarrogg|召唤纳瓦罗格
Swirling Storms|呼啸风暴
Drain Orb Light|吸取宝珠之光
Snow Globe|雪球
Storm Nova|风暴新星
Blazing Swipe|烈焰横扫
Catching|捕捉
Horn of Valor|勇气号角
Odd Gift|古怪的礼物
Breath of Corruption|腐化之息
Hunting Companion|狩猎伙伴
Piercing Shards|穿刺碎片
Vantus Rune: Ursoc|凡图斯符文：乌索克
Illidari Reinforcements|伊利达雷援军
Scourge the Unbeliever|无信者之灾
Blast of Light|圣光冲击
Melee Override|近战覆盖
Runic Tattoos|符文刺青
Stormkeeper|风暴守护者
Devastator Bombardment|灭绝者轰炸
Gravitational Pull|重力之引
Pestilence|扩散
Shimmer|闪光术
Scavenging|拾荒
Violent Winds|暴虐之风
Fel Spirits|邪灵
Vethir Talk Trigger|占位字符
Stone Blitz|坚石闪击
Furious Flames|狂怒火焰
Storm of Blades|剑刃风暴
Gust of Mists|迷雾之风
Darkstrikes|黑暗打击
Foul Blast|腐烂爆破
Barbed Spear|带钩长矛
Freezing Blast|冰冻爆裂
Chained Soul|链接灵魂
Lantern of Darkness|黑暗提灯
Spear of Light|光明之枪
Swirling Souls|飞旋的灵魂
Expel Light|驱逐之光
Wind Rush Totem|狂风图腾
Shattering Scream|破碎尖叫
Shredding Cyclone|撕裂旋风
Releasing|正在释放
Crashing Storm|毁灭风暴
Stalker's Mark|追踪者的印记
Rallying|鼓舞
Pilfering|偷窃
Master Assassin|刺客大师
Corrupted Seed|腐化的种子
Curse of the Depths|深渊诅咒
Meat Shield|血肉之盾
Plagued|染疫
Fixing|固定
Bonebreaker|碎骨者
Vampiric Fangs|吸血鬼之牙
Blood Feast|血之盛宴
Unending Thirst|无尽渴求
Ra-den's Fury|莱登之怒
Surging Waters|汹涌水流
Elune's Light|艾露恩之光
Bag of Tricks|袋里乾坤
Helheim Exit Teleport|占位字符
Mystic Tornado|秘法旋风
Torrent of Souls|灵魂激流
Lightning Strikes|闪电打击
Scroll of Forgotten Knowledge|被遗忘的知识卷轴
Convincing Critter Disguise|逼真的小动物伪装
Kingsbane|君王之灾
Vantus Rune: Nythendra|凡图斯符文：尼珊德拉
Vantus Rune: Il'gynoth, The Heart of Corruption|凡图斯符文：伊格诺斯，腐蚀之心
Vantus Rune: Dragons of Nightmare|凡图斯符文：梦魇之龙
Vantus Rune: Xavius|凡图斯符文：萨维斯
Vantus Rune: Elerethe Renferal|凡图斯符文：艾乐瑞瑟·雷弗拉尔
Vantus Rune: Cenarius|凡图斯符文：塞纳留斯
Vantus Rune: Skorpyron|凡图斯符文：斯考匹隆
Vantus Rune: Chronomatic Anomaly|凡图斯符文：时空畸体
Vantus Rune: Trilliax|凡图斯符文：崔利艾克斯
Vantus Rune: Spellblade Aluriel|凡图斯符文：魔剑士奥鲁瑞尔
Vantus Rune: Tichondrius|凡图斯符文：提克迪奥斯
Vantus Rune: High Botanist Tel'arn|凡图斯符文：高级植物学家特尔安
Vantus Rune: Krosus|凡图斯符文：克洛苏斯
Vantus Rune: Star Augur Etraeus|凡图斯符文：占星师艾塔乌斯
Vantus Rune: Grand Magistrix Elisande|凡图斯符文：大魔导师艾利桑德
Vantus Rune: Gul'dan|凡图斯符文：古尔丹
Grasp of Dargrul|达古尔之握
Wild Carve|狂野削凿
The Jailer's Prison|狱卒的牢房
Harpoon Stomp|鱼叉践踏
Combat Stance|作战姿态
Gore Charge|抵角冲锋
Sand Dune|沙丘
Castigation|惩罚
Summon Mograine|召唤莫格莱尼
Idol of Rage|狂怒雕像
Turbo Charge|涡轮冲锋
Storm Conduit|风暴引导
Umbilicus Eternus|永恒脐带
Dancing Blade|舞动之刃
Kvaldir Cage|克瓦迪尔笼子
Aethril|安瑟瑞尔花
Dreamleaf|入梦叶
Foxflower|狐尾花
Fjarnskaggl|夏斯卡格草
Starlight Rose|星光玫瑰
Felwort|邪能球茎
Call Vethir|呼叫维瑟尔
Absorbing|吸收
Call to the Void|召唤虚空
Astral Portal|星界传送
Bow|弓
Eternal Call to the Void|永恒虚空召唤
Mercenary Contract|雇佣合同
Tempest Attunement|风暴协调
Rising Tide|涨潮
Fel Bombardment|邪能轰炸
Stinging Shards|尖刺碎片
Foxflower Scraps|狐尾花碎片
Soul Bind|灵魂之缚
Double Strike|二连击
Watery Splash|水花飞溅
Dragon's Wrath|巨龙之怒
Flame of Woe|凄亡之火
Rowing|吵闹的
Basic Dimensional Rifting|基础空间漂移
Curse of the Witch|女巫的诅咒
Holy Prayer|神圣祈祷
Smoldering Infernal Core|阴燃的地狱火核心
Aegis of Aggramar|阿格拉玛之盾
Retrieving the Doomhammer|取回毁灭之锤
Dreamwalk|梦境行者
Call Eagle Spirit|召唤雄鹰之魂
Teleport: Hall of the Guardian|传送：守护者圣殿
Shocked|震惊
Plant Seed|播种
Ragnarok|诸神黄昏
Eonar's Grace|艾欧娜尔的优雅
Abolish Magic|驱除魔法
Mind Quickness|思维敏捷
Initiation|启蒙
Train of Thought|训练有素
Shadow Clone|暗影克隆体
Murloc Viking|鱼人维京
Barbed Web|倒钩之网
Razors|锐刺
Pull|拉拽
Creeping Shadows|蠕行暗影
Void Corruption|虚空腐化
Mental Fortitude|意志坚定
A Mother's Love|母亲的爱
Fel Creep|魔藤
Gravity|引力
Sphere of Insanity|狂乱之球
Fel Spikes|邪能尖刺
Cosmic Scythe|空间之镰
Nether Rip|虚空撕裂
Interdimensional Mirror|多维镜像
Summon Aviash|召唤阿维亚什
Seaforium Blasting Stick|爆盐雷管
Caltrops|铁蒺藜
Cauterizing Blink|火疗闪烁
Horrid Breath|惊恐之息
Dismantling|正在拆解
Infusing|灌注
Soul Cage|灵魂牢笼
Fel Spray|邪能飞溅
Waygate Transfer|界门转移
Infernal Cleave|地狱顺劈
Spear Leap|长矛飞跃
Shackle Soul|困顿的灵魂
Shroud Strike|隐蔽打击
Focused Light|聚焦之光
Felbound|邪能束缚
Lock and Load|荷枪实弹
Taint of the Sea|海洋污染
Spear of Anguish|苦痛之矛
Expunge|根除
Spirit Journey|灵魂之旅
Foul Bile|恶臭胆汁
Drelanim Whisperwind|德兰妮·语风
Bonestorm|白骨风暴
Energy Trap|能量陷阱
Start Scenario|开始场景
Leap!|跃起！
Fall Down|跪拜
Dark Arrow|黑暗之箭
Biting Winds|噬骨之风
Gathering Storm|风暴汇聚
Glacial Advance|冰川突进
Reap Soul|收割灵魂
Soul Echoes|灵魂回响
Fel Trap|邪能陷阱
Salvaging|回收
Defiant Strike|挑衅打击
Rejuvenating Waters|复苏之水
Beaming Gaze|光束凝视
Call of the Warblades|战刃的召唤
Spiked Carapace|尖刺甲壳
Aftermath|清算
Mighty Slam|巨力猛击
Pirate Hat|海盗帽
Marrowrend|精髓分裂
Aqua Spout|水柱
Reinforced Armor|强化护甲
Death's Caress|死神的抚摩
Good Karma|善恶有报
Nightwell Energy|暗夜井能量
Raging Fury|狂热之怒
Create TH Conversation|创建TH对话
Channel Magic|引导魔法
Chilled to the Core|极寒之心
Nightblade|夜刃
Shattered Rune|破碎符文
Short Fuse|超短引线
Energy Burst|能量冲击
Phase Prereq|阶段准备
Blinding Peck|盲目啄击
Fiery Blink|炽炎注视
Mercenary Mount|雇佣兵坐骑
Opportunity|可乘之机
Dust Emerge|灰尘出现
Crosswinds|横向烈风
Next Treasure Chest|下一个宝箱
Bloodworms|血虫
Savage Claws|野蛮爪击
Burning Slash|燃烧猛击
Quarantine|隔离区
Lightforged Defense Matrix|光铸防御矩阵
Blood Call|鲜血召唤
Spectre Rush|鬼灵冲撞
Suppression Protocol|镇压协议
Double Jump|二段跳
Contagion|扩散
Jagged Claws|锯齿利爪
Burning Claws|燃烧之爪
Ashbringer Recognition|灰烬使者的选择
Assuming Control|获得控制
Chaotic Tempest|混乱风暴
Roiling Storm|翻滚风暴
Demonbolt|恶魔之箭
Phoenix Reborn|凤凰重生
Exit Teleport|退出传送
Grievous Leap|痛苦之跃
Fel Channel|邪能引导
Overcharge Mana|法力超载
Eradication|灭杀
Remove Tomes|移除书籍
Channel Demonfire|引导恶魔之火
Helya|海拉
Latent Power|潜在力量
Renew the Faith|恢复信仰
Ravenous Leap|掠食飞扑
Restless Earth|焦躁的土元素
Claw Frenzy|乱爪狂扫
Starlight Beacon|星光道标
Warden's Trap|守望者的陷阱
Save the Fallen|救死扶伤
Conflagration of Chaos|混沌燃烧
Volatile Magic|动荡魔法
Dimensional Rift|次元裂隙
Soul Burst|灵魂爆发
Monsoon|季风
Shadowy Tear|暗影裂隙
Strikethrough|击穿
Divine Image|神圣镜像
Lord of Flames|烈焰领主
Special Delivery|特别快递
Chi Orbit|真气流转
Crystal Growth|水晶增生
Nether Link|虚空链接
Fel Gaze|邪能凝视
Arcane Desolation|奥术孤寂
Light Eruption|光明喷发
Death Breath|死亡之息
Open Prisons|打开牢房
Shattered Soul|破碎灵魂
Feral Lunge|狂野扑击
Give No Quarter|绝不留情
Raise Skulker|召唤潜伏者
Hit and Run|移形换位
Voodoo Totem|巫毒图腾
Grim Fate|严酷命运
Call of the Legion|军团的召唤
Violent Fel Energy|激烈的邪能能量
Maneuverability|动若脱兔
Leeching Bite|吸血之咬
Neurotoxin|神经毒素
Whisper of the Dead|死者的低语
Polymorph: Fish|变形术：鱼
Piercing Tentacle|尖锐触须
Creep|爬行生物
Holy|神圣
Knife Throw|飞刀投掷
Sundering|裂地术
Gutripper|裂肠者
Gaseous Breath|喷云吐雾
Catlike Reflexes|灵猫敏捷
Gaseous Cloud|气态云雾
Fel Glaive|邪能战刃
Ray of Hope|希望之光
Wandering Keg|迷踪酒桶
Scaling By Item Level|随物品等级调整
Cruel Trap|残酷陷阱
Crushing Depths|压抑深渊
Stormbound|风暴之缚
Finality: Eviscerate|终结技：刺骨
Healing Brew|治愈佳酿
Finality|终结技
Ley Siphon|魔网虹吸
Stormy Weather|风暴天气
Fel Slash|邪能挥砍
Avatar of Vengeance|复仇的化身
Strength of Soul|灵魂之力
Dark Rush|黑暗冲锋
Dark Torrent|黑暗洪流
Fel Eruption|邪能爆发
Teach Flight Points|教学飞行点
Explosive Shadows|爆炸暗影
Eye Beams|眼棱
Elder Charge|长者冲锋
Prevention Aura|妨碍光环
Doomsayer|末日预言者
Predator's Gaze|捕食者的凝视
Turbulent Waters|喧闹之水
Borrowed Time|争分夺秒
Tentacle|触手
Shuriken Storm|袖剑风暴
Travel to Pandaria|前往潘达利亚
Buffeting Winds|冲击之风
Nightmare Image|梦魇影像
Runic Brand|符文烙印
Roaring Cacophony|震耳喧嚣
Start Escort|开始护送
Summon Revil|召唤瑞维尔
Out of Range|超出范围
Resume Escort|继续护送
Barreling Momentum|翻滚猛冲
Arms|武器
Crystalline Ground|晶化大地
Divine Hammer|神圣之锤
Power of the Dark Side|阴暗面之力
Sins of the Many|诸罪加身
Glowing Fragment|光耀碎片
Summon Dark Rider|召唤黑暗骑士
Creeping Venom|迟缓毒液
Raging Winds|暴怒之风
Concentrated Power|浓缩能量
Mass Invisibility|群体隐形
Fly to Skywall|飞往天空之墙
Unworthy|没有价值
Hatching|正在孵化
Brutal Haymaker|野蛮强击
Pirate Charge|掠夺冲锋
Wind Strikes|疾风打击
Attune the Compass|调整罗盘
Primal Rampage|原始狂暴
Necrotic Bolt|死灵箭
Necrotic Barrage|死灵弹幕
Strike of the Mountain|山峦之击
Alpha Wolf|头狼
Survival|生存
Wail|嚎叫
Infernal Power|地狱火之力
Drink Up Me Hearties|开怀畅饮
Stance of the Mountain|山峰形态
Trigger Val'kyr|占位字符
Thunderstrike|雷霆打击
Thunder Burst|雷霆冲击
Grasping Spirits|贪婪的幽灵
Unbridled Wrath|放肆之怒
Vile Mushroom|邪恶蘑菇
Enduring Rage|无尽之怒
Crackling Storm|爆裂风暴
Cinderstorm|燃烬风暴
Grab Shinfel|抓住辛菲儿
Dark Infusion|暗影灌注
Carrion Storm|腐肉风暴
Fly to Stormheim|飞往风暴峡湾
Sap Soul|侵蚀灵魂
Deployable Bullet Dispenser|便携式洒弹器
Gunpowder Charge|火药炸弹
Pump-Action Bandage Gun|泵动式绷带枪
Gunpack|飞天火枪背包
Auto-Hammer|自动铁锤
Failure Detection Pylon|故障检测晶塔
Earthen Might|土灵之力
Valkyra's Advance|瓦尔基拉的优势
Fel Visage|邪能之面
Rumbling Stomp|低沉践踏
Cloud of Hypnosis|催眠之云
Fel Bolt|邪能箭
Sword and Board|剑盾猛攻
Jagganoth Smash|贾格诺斯重击
Stinging Swarm|针刺虫群
Spiked Tongue|尖刺之舌
Shattered|粉碎
Thirst for Battle|渴望战斗
Slaughterhouse|屠宰场
Infernal Summon|地狱火召唤
Sweet Souls|甜美的灵魂
Ravenous|暴食
Shark!|鲨鱼！
Cleanse the Weak|净化虚弱
Souls of the Damned|被诅咒者的灵魂
Crush Smash|碎裂猛击
Affliction|痛苦
Luminescence|明光
Li Li's Kite|丽丽的风筝
Leaping Retreat|飞跃转移
Wrath of Consumption|吞噬之怒
Take the Fists of the Heavens|获取诸天之拳
Hallucinations|幻像
Whirlpool of Souls|灵魂漩涡
Bond of Kings|诸王之契
Guard Demon Transform|护卫恶魔变形
Feral|野性
Blessings of Yu'lon|玉珑的祝福
Shroud of Winter|凛冬帷幕
Decomposing Aura|腐烂光环
Burning Fel|燃烧邪能
Conduit|能量引导
Fade to Emerald Dream|遁入翡翠梦境
Arcane Rune|奥术符文
Energy Bar|能量槽
Shaohao's Mists of Wisdom|少昊的智慧之雾
Blink Strikes|闪击
Reverse Cast|返转施法
Reaper of Souls|夺魂之镰
Retrieving the Weapons of Storm|取得风暴武器
Nether Venom|虚空毒液
Fel Cannonball|邪能炮弹
Corrosive Trail|腐蚀痕迹
Summon Jailer|召唤狱卒
Imprisoned|被囚禁
Apocalyptic Nightmare|天启梦魇
Teleport: The Dreamway|传送：梦境之路
Take Maw of the Damned|获取诅咒之喉
Nightmare Ichor|梦魇脓液
Recycle|回收
Guardian Angel|守护天使
Piloted Combat Mode|驾驶战斗模式
Tangled Web|缠绕之网
Coming Soon|即将推出
Summon Arcane Minion|召唤奥术仆从
Take Thas'dorah|获取萨斯多拉
Knife Dance|利刃之舞
Shapemender|变形治愈
Telemancer's Trap|传送师的陷阱
Demonic Charge|恶魔冲锋
Earthquake Camera Shake 10s|地震视角摇晃10秒
Ursoc's Endurance|乌索尔的坚韧
Protection of the Light|圣光守御
Foul Fel|污秽邪能
Savage Stomp|野蛮践踏
Sonic Environment Enhancer|音波增幅器
Recalibrating|重新校准
Activating Rune|激活符文
Second Sunrise|旭日再升
Anguished Soul|痛苦的灵魂
Anguished Souls|痛苦的灵魂
Blood Splat|血迹
Activate Beacon|激活道标
Unholy Mutation|邪恶畸变
Tyr's Deliverance|提尔的拯救
Star Shower|星辰之雨
Shattered Visage|破碎残影
Voidstep|虚空脚步
Molten Crash|熔岩冲击
Gloomblade|幽暗之刃
Propelling Charge|推进冲锋
Wrath and Fury|愤与怒
Adaptive Fur|抗性毛皮
Bloodcraze|血腥疯狂
Juggernaut|主宰
Fel Shield Blast|邪能护盾爆炸
Deathstone|死亡之石
Create Gem|制造宝石
Spiked Bulwark|尖刺壁垒
Stormborn|风暴降生
Savage Assault|野蛮突袭
Arcane Zap|奥术震击
Join the Party|加入宴会
Enslaved|被奴役
Raging Tempest|暴怒的风暴元素
Rampant Life|孽生妖花
Shadowbind|暗影连结
Fast Feet|无影步
Blood Assault|鲜血突袭
Nature's Gift|自然之赐
Collapsing Shadows|塌缩之影
Disarming...|正在拆除……
Fel Spit|邪能喷吐
Blood Bomb|鲜血炸弹
Explosion!|爆炸！
Bomb Squirrel Bomb|炸弹松鼠炸弹
Pledge of Blood|血誓
Hearty Feast|丰盛大餐
Lavish Suramar Feast|苏拉玛奢华大餐
Planting Seed|播种
Chicken Swarm Rockets|鸡群火箭
Divine Judgment|神圣审判
Dread Inferno|恐惧炼狱
Demonbane|恶魔克星
Overloaded!|过载！
Null Toxin|麻木毒素
Fury of the Illidari|伊利达雷之怒
Inner Demons|心中的恶魔
Rage of the Illidari|伊利达雷之愤
Set Sail|启航
Congealing Vomit|凝结的呕吐物
Pepper Breath|胡椒吐息
Conversation - Revil Escort|占位字符
Polluted Outburst|污染爆裂
Bursting Ooze|爆裂软泥
Take the Blade|获取利剑
Blade of the Black Empire|黑暗帝国之刃
Throw Back|扔回去
Phantom Scythe|幽灵镰
Bloodsail Bombardment|血帆轰炸
Call of the Swarm|虫群的召唤
Undercurrent|暗流
Call of the Deep|深渊的呼唤
Scorching Shot|灼热射击
Predator|掠食者
Fishing Skill|钓鱼技能
The Dreadblades|恐惧之刃
Protector of the Pack|兽群守护者
Destroying Legion Portal|破坏军团传送门
Throw Bone|投掷白骨
Fel Rip|邪能撕裂
Hot Trub|热酿
Sigil of Silence|沉默咒符
Sigil of Chains|锁链咒符
Sigil of Misery|悲苦咒符
Impending Victory|胜利在望
Fired Up|热量吸收
Giantbreaker Spear|巨人杀手之矛
Resonance Totem|共鸣图腾
Sky|天穹
Mandible Strike|颚骨打击
Mug of Mead|一杯蜜酒
Raising Dead|复活死者
Stellar Flare|星辰耀斑
Astral Communion|沟通星界
Blessing of the Ancients|远古祝福
Mighty Ox Kick|蛮牛踢
Summon Rogues|召唤潜行者
Dark Side of the Moon|月之暗面
Retrieving Sheilun, Staff of the Mists|取得神龙，迷雾之杖
Fortune Turned|时来运转
Tainted Essence|被污染的精华
Masquerade|伪装
Telemancy Beacon|传送道标
Revil Defeated|击败瑞维尔
Refreshing Breeze|提神微风
Treasure Map|藏宝图
Mortal Combo|致死连击
Teleport: Hub|传送：基地
Shadow Sweep|暗影清扫
Vampyr's Kiss|吸血鬼之吻
Blood Swarm|鲜血浸没
Curse of the Dreadblades|恐惧之刃诅咒
Defiled Consecration|亵渎奉献
Banshee's Blight|女妖之祸
Fury of Elune|艾露恩之怒
Shadowstrikes|暗影打击
Essence of the Blood Princess|鲜血公主的精华
Gorelix Speaks|高瑞里克斯讲话
Greed|贪婪
Blood for Blood|血债血偿
Fel Mortar|邪能岩弹
Moon and Stars|明月繁星
Infested Breath|感染吐息
Summon Wyrmtongue|召唤虫语者
Corrupted Breath|腐化吐息
Summon Riding Hippogryph|召唤角鹰兽
Infested Ground|污染之地
Place Turret|放置炮塔
Shadow Rend|暗影撕裂
Spray and Pray|漫天花雨
Unstable Mana|不稳定的魔法
Summon Demon Hunters|召唤恶魔猎手
Fel Tear|邪能裂隙
Void Siphon|虚空虹吸
Conversation - Dreadlord Fight|占位字符
Flame Accelerant|烈焰触媒
World in Flames|烈焰世界
Jumping|跳跃
