Upton Borough||Oberstadt|Haut-Quartier|Distrito de Upton|Distrito Upton|업톤 자치구|Аптон|厄普顿区|厄普頓鎮
Lair of Xak'lar||Xak'lars Unterschlupf|Repaire de Xak’lar|Guarida de Xak'lar|Guarida de Xak'lar|자크라르의 소굴|Логово Зак'лар|萨克拉尔之巢|撒卡拉的巢穴
The Rum Quarter||Das Rumviertel|La Rhumerie|Barrio del Ron|La Sala de Ron|럼주 지구|Ромовый квартал|朗姆区|蘭姆酒區
The Court of Crossbones||Der Knochenkreuzhof|Cour des Pirates|Corte de la Calavera|La Corte de los Huesos Cruzados|해적의 마당|Двор Скрещенных Костей|海盗之庭|叉骨法庭
Sweete's Landing||Harlans Landung|Accostage de Sweete|Desembarco de Sweete|Desembarco de Sweete|스위트의 마루|Причал Красавчика|斯威提港|史威特登陸地
The Battle for Stromgarde||Die Schlacht um Stromgarde|La bataille de Stromgarde|La batalla por Stromgarde|La batalla por Stromgarde|격전의 스트롬가드|Битва за Стромгард|激流堡之战|激流堡之役
Braxton Lodge||Die Brüggerhütte|Gîte de Braxton|Cabaña de Braxton|Recinto Braxton|브랙스턴 오두막|Домик Бракстона|巴克斯顿小屋|布萊斯頓小屋
Gale's Rest||Die Windesruh|Repos des Vents|Reposo del Vendaval|Reposo del Vendaval|돌풍의 안식처|Пик ветров|狂风之息|風息之地
Crucible of Storms||Der Tiegel der Stürme|Creuset des Tempêtes|Crisol de Tormentas|Crisol de Tormentas|폭풍의 용광로|Горнило Штормов|风暴熔炉|風暴邪淵
Battle of Dazar'alor||Die Schlacht von Dazar'alor|Bataille de Dazar’alor|Batalla de Dazar'alor|Batalla de Dazar'alor|다자알로 전투|Битва за Дазар'алор|达萨罗之战|達薩亞洛之戰
Horde Airship||Hordeluftschiff|Vaisseau de la Horde|Nave de la Horda|Nave de guerra de la Horda|호드 비행선|Воздушное судно Орды|部落飞艇|部落飛船
Bitterstone Quarry||Der Bittersteinbruch|Carrière Âprepierre|Cantera Roca Acre|Cantera Petroglacial|쓴바위 채석장|Горекаменный карьер|苦岩采石场|苦石礦場
Cinderfall Grove||Die Glutfalllichtung|Bosquet Pluie-de-Cendres|Claro Pavesa|Arboleda Cenizal|잿불내림 숲|Пепельная роща|落烬林地|落燼林地
Ashwood Depot||Das Eschenwaldlager|Dépôt de l’Orneraie|Almacén Fresno|Depósito Fresno|잿빛나무 정비소|Ясеневый терминал|灰木哨站|灰木補給站
The Battle for Darkshore||Die Schlacht um die Dunkelküste|La bataille de Sombrivage|La batalla por Costa Oscura|La batalla por Costa Oscura|격전의 어둠해안|Битва за Темные берега|黑海岸之战|黑海岸之戰
Greystone Ruins||Die Grausteinruinen|Ruines de Pierre-Grise|Ruinas Petragrís|Ruinas Petragrís|잿빛바위 폐허|Развалины крепости Серого Камня|灰石废墟|灰石遺跡
Forlorn Crossing||Das Verlorene Wegekreuz|Croisement Lugubre|Cruce Desolado|Cruce Desolado|스산한 십자로|Гиблый перекресток|荒弃路口|荒棄路口
Lor'danel Landing||Die Lor'danellandung|Accostage de Lor’danel|Desembarco de Lor'danel|Altos de Lor'danel|로르다넬 상륙지|Лор'данелский пляж|洛达内尔登陆点|洛丹諾海灘
The Dredge||Die Bohrinsel|La Ratiboiserie|Dragado|La Draga|준설 공사장|"""Землеройка"""|疏浚平台|淘晶號
Lornesta Mine||Die Lornestamine|Mine de Lornesta|Mina Lornesta|Mina de Lornesta|로른스타 광산|Рудник Лорнесты|洛雷斯塔矿洞|洛奈斯塔礦坑
Gloomtide Strand||Der Düsterseestrand|Grève des Sombreflots|Ensenada Margrís|Playa Marea Penumbral|그늘파도 해안|Берег Мрачных Волн|忧潮海滩|幽潮海岸
Falcon's Rest||Die Falkenrast|Repos du Faucon|Reposo del Halcón|Reposo del Halcón|매의 안식처|Соколиный пост|猎隼之眠|獵鷹之憩
Nzoth||N'Zoth|N’Zoth|N'Zoth|N'Zoth|느조스|Н'Зот|恩佐斯|恩若司
The Skybag||Der Luftsack|Le Gibeciel|La Badea de los Cielos|La Badea de los Cielos|하늘자루호|Небесный мешок|猎天号|天囊號
The Moonspray||Die Mondgischt|L’Écume de lune|Espuma de la Luna|Espuma de la Luna|달무리호|"""Лунная пыль"""|月海之浪号|月霧號
Crestfall||Wappenfall|Île de l’Affliction|Catacresta|Catacresta|크레스트폴|Остров Отчаяния|潮落岛|冠殞島
Aegrim's Study||Aegrims Arbeitszimmer|Étude d’Aegrim|Estudio de Aegrim|El estudio de Aegrim|애그림의 연구실|Кабинет Эгрима|艾格利姆的书房|艾格林的書房
Tenebrous Vault||Das Dunkle Gewölbe|Caveau Ténébreux|Cámara Tenebrosa|Bóveda Tenebrosa|음침한 금고|Зловещий склеп|阴暗地窟|陰暗深窟
The Strider||Die Sturmläufer|L’Arpenteur|La Zancada|El Zancudo|스트라이더|"""Странник"""|迈进号|跨步者
Delaryn's Demise||Delaryns Ende|Trépas de Delaryn|Ocaso de Delaryn|El Deceso de Delaryn|델라린의 사망지|Место гибели Деларин|戴勒琳之陨|德拉茵之劫
Zandalari Treasury||Die Schatzkammer der Zandalari|Trésor zandalari|Cámara del Tesoro Zandalari|Tesorería Zandalari|잔달라 보고|Сокровищница Зандалари|赞达拉珍宝间|贊達拉寶庫
Shadow Core||Schattenkern|Cœur d’ombre|Núcleo de las Sombras|Núcleo de sombras|어둠 핵|Средоточие Теней|暗影之核|暗影之核
Court of the Sun||Der Sonnenhof|Cour du Soleil|La Corte del Sol|La Corte del Sol|태양 궁정|Площадь Солнца|逐日王庭|陽光庭院
Tendril of Corruption||Das Tentakel der Verderbnis|Vrille de corruption|Zarcillo de Corrupción|Tentáculo de Corrupción|타락의 촉수|Источник порчи|腐化触须|腐化蜿道
Redridge Pass||Der Rotkammpass|Col des Carmines|Paso Crestagrana|Paso Crestagrana|붉은마루 고개|Красногорский перевал|赤脊山小径|赤脊小徑
Sunken Coast||Die Versunkene Küste|Côte Engloutie|Costa Sumergida|Costa Hundida|가라앉은 해변|Затопленный берег|沉落海滩|沉沒海岸
Mists's Edge||Der Nebelrand|Lisière des Brumes|Cabo de la Niebla|Cabo de las Nieblas|안개 해안|Туманный Предел|薄雾之缘|迷霧之緣
Tide's Fall||Der Gezeitensturz|Chute de la Marée|Bajamar|Caída de las Mareas|폭포의 구덩이|Край моря|潮汐之陨|潮落之地
Spears of Azshara||Azsharas Speere|Éperons d’Azshara|Lanzas de Azshara|Lanzas de Azshara|아즈샤라의 창|Копья Азшары|艾萨拉之矛|艾薩拉之矛
Lower Cataracts||Die Unteren Katarakte|Cataractes Inférieures|Cataratas Inferiores|Cataratas Inferiores|하층 폭포|Нижние пороги|飞瀑下层|下川
The Hanging Reef||Das Hängende Riff|Récif Suspendu|El Arrecife Colgante|El Arrecife Colgante|높드리 암초|Нависший риф|空中堡礁|高懸礁臺
Newhome||Neuheim|Le Refuge|Nuevohogar|Nuevogar|새터|Новый Дом|新生家园|新鄉
Mezzamere||Mezzameer||||메자미어|Меззамер|梅扎米尔|梅札米爾
Ashen Strand||Der Aschestrand|Grève Cendrée|Ensenada Cinérea|Playa Cinérea|잿더미 해안|Пепельная отмель|灰烬沙滩|灰燼灘頭
Alathir Spire||Die Spitze von Alathir|Flèche d’Alathir|Aguja de Alathir|Espira Alathir|알라시르 첨탑|Шпиль Алатир|阿莱希尔圣塔|阿拉希爾尖塔
Deepsea Slave Pen||Der Tiefseesklavenpferch|Abîme aux Esclaves|Recinto de los Esclavos Fondo Marino|Recinto de Esclavos Marfunda|심해 노예 감금소|Глубоководное узилище|深海奴隶围栏|深海奴隸監獄
Predator Pass||Der Lauerpass|Passe du Prédateur|Paso del Depredador|Paso de los Depredadores|포식자의 고개|Хищный перевал|掠食者小径|掠食者小徑
Coral Forest||Der Korallenwald|Forêt de Corail|Bosque de Coral|Bosque Coral|산호 섬|Коралловый лес|赤珊森林|珊瑚林
Kal'methir Citadel||Die Zitadelle von Kal'methir|Citadelle de Kal’methir|Ciudadela de Kal'methir|Ciudadela de Kal'methir|칼메시르 성채|Каль'метирcкая цитадель|卡梅希尔城堡|卡美伊爾堡壘
Iwen's Sanctum||Iwens Zuflucht|Sanctum d’Iwen|Sagrario de Iwen|Sagrario de Sef Iwen|이웬의 성소|Пристанище Ивен|伊文的密室|艾玟的聖所
The Drowned Market||Der Ertrunkene Markt|Marché Englouti|Mercado Sumergido|El Mercado Sumergido|가라앉은 시장|Затопленный рынок|溺亡集市|沉沒市場
Prototype||Prototyp||Prototipo|Prototipo|시험용|Прототип|原型|原型
Imperial Gardens||Die Imperialen Gärten|Jardins impériaux|Jardines Imperiales|Jardines Imperiales|황실 정원|Королевские сады|帝王花园|皇家花園
Zanj'ir Terrace||Die Terrasse der Zanj'ir|Terrasse des Zanj’ir|Bancal Zanj'ir|Bancal Zanj'ir|잔지르 단상|Терраса занш'иров|赞齐尔之台|贊季爾殿堂
Azsh'ari Terrace||Die Terrasse der Azsh'ari|Terrasse des Azsh’ari|Bancal de azsh'ari|Bancal Azsh'ari|아즈샤리 단상|Терраса азш'ари|艾萨亚雷之台|艾薩利殿堂
The Ashenvale Front||Die Eschentalfront|Front d’Orneval|Frente de Vallefresno|El Frente de Vallefresno|잿빛 골짜기 전선|Ясеневый фронт|灰谷前线|梣谷前線
Deepcoil Tunnels||Die Tunnel der Tiefennattern|Tunnels des Sondefiels|Túneles Hondaspiral|Túneles Espiral Profundo|심연갈퀴 굴|Туннели кольчатых змеев|积怨坑道|盤淵坑道
Atwater Stead||Ebbwassers Hof|Propriété des Merrien|Granja Navalmar|Posada de Lagos|애트워터 농장|Усадьба Этуотеров|阿特沃特小屋|艾特瓦特農莊
Cursed Grove||Der Verfluchte Hain|Bosquet Maudit|Arboleda Maldita|Arboleda Maldita|저주받은 숲|Проклятая роща|诅咒树林|詛咒林地
Fangtooth Bog||Der Fangzahnmorast|Marais des Longs Crocs|Ciénaga Colmillo|Ciénaga Colmillo|송곳니 늪지|Топь хрустогрызов|獠牙沼泽|尖齒泥沼
Hall of Ritual||Die Ritualhalle|Hall du Rituel|Sala de los Rituales|Sala de los Rituales|의식의 전당|Ритуальный зал|仪式大厅|儀式大廳
Auberdine Coast||Die Küste von Auberdine|Côte d’Auberdine|Costa de Auberdine|Costa de Auberdine|아우버다인 해안|Побережье Аубердина|奥伯丁海岸|奧伯丁海岸
Halls of Opulence||Die Hallen der Opulenz|Salles d’Opulence|Cámaras de Opulencia|Salones de Opulencia|금은보화의 전당|Чертоги Роскоши|丰裕大厅|金輝大廳
Path of the Ancestors||Der Pfad der Urahnen|Voie des Anciens|Senda de los Ancestros|Senda de los Ancestros|선조의 길|Путь предков|先祖之路|先祖之徑
Loa's Sanctum||Das Sanktum der Loa|Sanctum des Loas|Sagrario de los Loa|Sagrario de los Loa|로아의 성소|Святилище лоа|洛阿神灵圣所|羅亞聖所
Walk of Kings||Die Prozession der Könige|Promenade des Rois|Paseo de los Reyes|Camino de los Reyes|왕들의 길|Променад королей|列王神道|諸王之道
The Heart of the Empire||Das Herz des Imperiums|Cœur de l’Empire|Corazón del Imperio|El Corazón del Imperio|제국의 심장|Сердце империи|帝国之心|帝國之心
Shatterfall Pass||Der Splitterfallpass|Col de Chute-Longue|Paso Devastador|Paso Caída Asolada|파편 고개|Осыпающийся перевал|坠木隘口|崩落小徑
Thoras'tal Spire||Die Spitze von Thoras'tal|Flèche de Thoras’tal|Aguja de Thoras'tal|Espira Thoras'tal|토라스탈 첨탑|Шпиль Торас'тал|索拉斯达圣塔|索拉斯塔爾尖塔
Lemor'athra Spire||Die Spitze von Lemor'athra|Flèche de Lemor’athra|Aguja de Lemor'athra|Espira Lemor'athra|레모라스라 첨탑|Шпиль Лемор'атра|勒莫阿萨圣塔|雷莫亞瑟拉尖塔
Highborne Estates||Die Anwesen der Hochgeborenen|Domaine des Bien-nés|Dominios Altonato|Fincas Altonato|명가의 영지|Усадьбы высокорожденных|上层精灵庄园|精靈貴族莊園
Elun'alor Temple||Der Tempel von Elun'alor|Temple d’Elun’alor|Templo de Elun'alor|Templo de Elun'alor|엘룬알로 사원|Храм Элун'алор|艾露罗神殿|伊露恩諾神殿
Dragon's Teeth Basin||Das Drachenzahnbecken|Bassin de la Dent de dragon|Cuenca Dientes de Dragón|Cuenca Diente de Dragón|용의 송곳니 분지|Котловина Драконьих Зубов|龙齿盆地|龍牙盆地
Siren Isle||Sireneninsel|Île aux Sirènes|Isla de la Sirena|Isla de las Sirenas|세이렌의 섬|Остров Сирен|海妖岛|海妖島
Rustbolt||Der Rostbolzen|Mécarouille|Pernoóxido|Pernoxidado|녹슨나사|Ржавый Болт|锈栓镇|鏽栓鎮
Overspark Expedition Camp||Oberfunks' Expeditionslager|Camp de l’expédition de Suprétincelle|Campamento de Expedición de Sobrechispa|Campamento de la Expedición Sobrechispa|오버스파크 원정대 야영지|Лагерь экспедиции Замыкальца|欧沃斯巴克探险营地|歐沃斯巴克遠征隊營地
Prospectus Bay||Die Bilderbuchbucht|Baie des Bonnes Affaires|Bahía de Prospección|Bahía de Prospectus|안내 구역|Венчурная бухта|招股湾|指南灣
Safe House||Der Unterschlupf|Le Refuge|Refugio|Refugio|은신처|Схрон|安全屋|藏身所
Forgotten Vault||Die Vergessene Kammer|Chambre Oubliée|Cámara Olvidada|Bóveda Olvidada|잊혀진 석실|Заброшенное убежище|遗忘宝库|被遺忘的保險庫
Exile's Reach||Die Insel des Verbannten|Confins de l’Exil|Confín del Exilio|Isla del Exilio|추방자의 해안|Остров Изгнанников|流放者离岛|放逐之境
The Eternal Palace||Der Ewige Palast|Palais Éternel|Palacio Eterno|El Palacio Eterno|영원한 궁전|Вечный дворец|永恒王宫|永恆宮殿
The Swift Vengeance||Die Schnelle Rache|Talion noir|Venganza Presta|El Venganza Veloz|신속한 복수호|"""Скорое возмездие"""|迅捷复仇号|迅捷復仇號
The Outflow||Der Auslass|L’Évacuation|El Vertido|El Derrame|폐수 유출지|Слив|废水河|排水區
The Prison of Ink||Das Tintengefängnis|Prison d’encre|Prisión de Tinta|La Prisión de Tinta|잉크의 감옥|Чернильная тюрьма|墨水监狱|墨黑牢獄
The Heaps||Die Halden|La Pile|Chatarrerías|El Basural|고철더미|Хламовник|锈废丘陵|垃圾場
Scrapbone Den||Der Schrottknochenbau|Tanière des Ronge-Os|Guarida Oseomorralla|Guarida Huesuda|고철뼈 소굴|Логово Хламоедов|屑骨之巢|廢骨之穴
Bondo's Yard||Bondos Hof|Casse de Bondo|Vertedero de Bondo|Vertedero de Bondo|본도의 야적장|Двор Бондо|邦多的大杂院|邦多的機械場
The Fleeting Forest||Der Weichende Wald|Forêt Déclinante|Bosque Menguante|El Bosque Fugaz|파괴되는 삼림|Вырубаемый лес|瀑溪森林|飛逝森林
Junkwatt Depot||Das Schrottwattdepot|Dépôt Tolawatt|Depósito Trastovatio|Depósito Chatarrawatt|고물전력 저장소|Терминал Хламватт|电屑运输站|廢瓦據點
Darkest Depths||Die Tiefschwarzen Tiefen|Profondeurs Obscures|Profundidades Lúgubres|Las Profundidades Más Oscuras|어둠의 심연|Темнейшая впадина|墨黑深渊|極黑深淵
Mardivas' Laboratory||Mardivas' Labor|Laboratoire de Mardivas|Laboratorio de Mardivas|Laboratorio de Mardivas|마디바스의 연구소|Лаборатория Мардиваса|马蒂瓦斯的实验室|馬爾迪瓦司的實驗室
Murloc Hideaway||Murlocversteck|Repaire des Murlocs|Escondrijo Múrloc|Escondite de Múrlocs|멀록 은신처|Убежище мурлоков|鱼人藏身处|魚人藏匿處
Tiffin's Melody||Tiffins Melodie|Sourire de Tiffin|Melodía de Tiffin|Melodía de Tiffin|티핀의 선율호|"""Песнь Тиффин"""|蒂芬之歌号|蒂芬之歌
Grunters Hideout||Das Grunzlingversteck|Planque des Grogneurs|Guarida de los Gruñones|Guarida de Gruñón|게걸쟁이 은신처|Пещера ворчунов|低鸣者藏身处|蠻兵藏身處
Western Spray||Die Westgischt|Embruns du couchant|Rocío del Oeste|Rocío Occidental|서부 물보라연안|Западные скалы|西浪岩|西湧列島
Toothy Shallows||Das Reißzahnriff|Rivage Dentelé|Arrecifes Dentados|Bajíos Dentados|톱니 물가|Зубастая отмель|锯齿浅湾|凸牙淺灘
The Retreating Forest Top||Die Weichende Waldspitze|Cime de la forêt Déclinante|Alto del Bosque Menguante|Alto del Bosque Mermante|후퇴하는 삼림 상부|Холм в вырубаемом лесу|末路森林山顶|萎縮森林頂部
Broken Point||Das Bruchkap|Pointe Brisée|Punta Rota|Punta Destruida|무너진 초소|Отходник|碎铁湾|斷裂處
Torghast, Tower of the Damned||Torghast, Turm der Verdammten|Tourment, la tour des Damnés|Torghast, Torre de los Condenados|Torghast, la Torre de los Condenados|저주받은 자의 탑 토르가스트|Торгаст, Башня Проклятых|托加斯特，罪魂之塔|『譴罪之塔』托迦司
Arcantina||Arkantine||||아르칸티나|Тайная таверна|奥术秘社|亞肯提納
Vision of Stormwind||Vision von Sturmwind|Vision de Hurlevent|Visión de Ventormenta|Visión de Ventormenta|스톰윈드의 환영|Видение Штормграда|暴风城的幻象|暴風城幻象
Vision of Orgrimmar||Vision von Orgrimmar|Vision d’Orgrimmar|Visión de Orgrimmar|Visión de Orgrimmar|오그리마의 환영|Видение Оргриммара|奥格瑞玛的幻象|奧格瑪幻象
Crumbling Cavern||Die Einstürzende Höhle|Caverne Croulante|Caverna Desmoronada|Cueva Desmoronada|무너지는 동굴|Осыпающаяся пещера|崩塌的洞穴|崩塌洞穴
The Robodrome||Das Robodrom|Le Robodrome|Robotódromo|El Robódromo|로봇 전투장|Рободром|机械天穹|超爆機械鬥場
Brinestone Cove||Die Salzsteinbucht|Grotte de Salinite|Cala Piedrasalmuera|Cala Petrosalmuera|염수바위 동굴|Соляниковый альков|卤岩湾|鹵石灣
Quilboar Briarpatch||Dornendickicht der Stacheleber|Ronceraie des Hurans|Brezal Jabaespín|Zarzas de Jabaespines|가시멧돼지 뾰족덤불|Терновая тропа|野猪人荆棘林|野豬人棘地
Bloodfin Village||Das Blutflossendorf|Rivage des Ailerons-de-sang|Aldea Sangraleta|Aldea Sangraleta|피지느러미 마을|Деревня племени Кровавого Плавника|血鳍村|血鰭村
Chitterspine Grotto||Die Zitterstachelgrotte|Grotte Craquépine|Gruta Cantaespina|Gruta Cantaespín|딱딱가시 암굴|Грот спинохрустов|鸣脊岩洞|刺棘蟹岩洞
Miju's Retreat||Mijus Zuflucht|Retraite de Miju|Retirada de Miju|Refugio de Miju|미주의 은거지|Убежище Миджу|米玖的陋居|彌朱的居所
Baine Rescue||Baines Rettung|Le sauvetage de Baine|Rescate de Baine|Rescate de Baine|바인 구출|Спасение Бейна|营救贝恩|解救貝恩
Moch'k's Hole||Moch'ks Loch|Trou de Moch’k|Agujero de Moch'k|Agujero de Moch'k|모하크의 소굴|Берлога Моч'ка|莫赫克之洞|摩恰卡的洞穴
Tinted Cave||Die Farbenhöhle|Grotte Teintée|Cueva Tintada|Cueva Manchada|색이 물든 동굴|Раскрашенная пещера|色彩洞穴|著色洞穴
Zanj'ir Wash||Die Zanj'irbrandung|Reflux des Zanj’ir|Marisma Zanj'ir|Rivera Zanj'ir|잔지르 여울|Склон занш'иров|赞齐尔海床|贊季爾沙灘
Maedin's Challenge||Maedins Herausforderung|Défi de Maedin|Desafío de Maedin|Desafío de Maedin|매딘의 연구지|Грот Маэдин|麦丁的挑战|梅汀的挑戰
Ny'alotha, the Waking City||Ny'alotha, die Erwachte Stadt|Ny’alotha, la cité en éveil|Ny'alotha, Ciudad del Despertar|Ny'alotha, la Ciudad Despierta|깨어난 도시 나이알로사|Ни'алота, Пробуждающийся Город|尼奥罗萨，觉醒之城|奈奧羅薩，甦醒之城
Wizard's Sanctum||Das Magiersanktum|Sanctuaire du Sorcier|Sagrario del Mago|Sagrario del Mago|마법사의 성소|Башня магов|巫师圣殿|巫師聖所
Shirakess Repository||Das Repositorium der Shirakess|Vestibule des Shirakess|Repositorio Shirakess|Repositorio Shirakess|쉬라케스 보고|Хранилище ширакесс|希拉凯斯贮存处|希拉凱斯庫房
Hrun's Barrow||Hruns Höhle|Refuge de Hrun|Túmulo de Hrun|Túmulo de Hrun|흐룬의 지하굴|Пещеры Хруна|胡伦的坟冢|赫朗的古墳
Harpy Roost||Harpyiennest|Perchoir des Harpies|Nido de Arpías|Percha de Arpías|하피의 둥지|Гнездовье гарпий|鹰身人栖木|鷹身人棲息地
Ogre Ruins||Ogerruinen|Ruines de l’Ogre|Ruinas Ogras|Ruinas Ogras|오우거 폐허|Огрские руины|食人魔废墟|巨魔廢墟
Darkmaul Citadel||Finsterbrecherzitadelle|Citadelle Cognenuit|Ciudadela Magulladura Oscura|Ciudadela Mazoscuro|암흑망치 성채|Цитадель Темного Молота|暗槌堡垒|暗槌城塞
Sourback Hideout||Das Sauerrückenversteck|Antre des Corrodos|Escondrijo Lomorrugoso|Guarida Lomoagrio|산성등 은신처|Пещера радикулисков|酸背藏身处|腐背藏身處
Hungry Rest||Die Hungersrast|Repos des Affamés|Reposo Famélico|Reposo de la Voracidad|굶주린 안식처|Едальня|饿骨洞窟|飢民聚集地
Gorgonian Overlook||Die Gorgonische Warte|Surplomb des Gorgones|Mirador Gorgoniano|Mirador Gorgoniano|두려움의 전망대|Горгониевый аванпост|戈尔贡之卫|柳珊瑚瞰臺
Rustrock Cavern||Die Roststeinhöhle|Caverne Rocherouille|Cueva Rocaherrumbre|Caverna Petróxido|녹바위 동굴|Пещера ржавых шестеренок|锈岩洞穴|鏽岩山洞
Crystalized Cavern||Die Kristalline Höhle|Caverne Cristallisée|Caverna Cristalizada|Caverna Cristalizada|결정 동굴|Кристаллизованная пещера|晶化洞穴|結晶洞穴
The Burned Cave||Die Verbrannte Höhle|La grotte Incendiée|La Cueva Quemada|La Cueva Chamuscada|불타 버린 동굴|Выгоревшая пещера|烬痕洞窟|被燒過的山洞
Engineer's Respite||Tüftlers Rast|Répit de l’Ingénieur|Descanso del Ingeniero|Descanso del Ingeniero|기술자의 휴식처|Убежище инженера|工程师的休憩|工程師的暫時休息處
Deepsea Refuge||Die Tiefseezuflucht|Refuge Abyssal|Refugio Fondo Marino|Refugio Marfunda|깊은바다 피난처|Глубоководное убежище|深海避难所|深海避難所
Chitterspine Caverns||Die Zitterstachelhöhlen|Caverne Craquépine|Cavernas Cantaespina|Cavernas Cantaespín|딱딱가시 동굴|Пещера спинохрустов|鸣脊海窟|刺棘蟹洞穴
Gate of the Queen||Das Tor der Königin|Portes de la Reine|Puerta de la Reina|Puerta de la Reina|여왕의 문|Врата королевы|女王之扉|女王之門
The Tidal Conflux||Der Gezeitenkonflux|La Confluence des marées|Confluencia de las Mareas|La Confluencia Mareal|파도 합류지|Слияние Волн|潮汐流汇之地|潮汐合流
Basin Hideout||Das Drachenzahnversteck|Planque du Bassin|Guarida de la Ensenada|Guarida de Cuenca|분지 은신처|Убежище в котловине|盆地藏身处|盆地藏身處
Kelfin Pocket||Die Kelfinnengrotte|Enclave des Goémlins|Reducto Quillaleta|Rellano de Aletinos|켈핀의 땅|Кельпинский карман|鳍地精之袋|海布林海窟
Utama's Stand||Utamas Wehr|Séjour d’Utama|Alto de Utama|Alto de Utama|우타마의 격전지|Мемориал Утамы|乌塔玛之殇|烏特瑪之地
Abyssal Pool||Der Abyssische Sturz|Bassin Abyssal|Poza Abisal|Charco Abisal|심연의 웅덩이|Бездонный пруд|深渊之池|深淵之池
Chamber of Harvesters||Die Kammer der Ernter|Chambre des Moissonneurs|Cámara de los Cosechadores|Cámara de Cosechadoras|수확자의 방|Залы собирателей|收割者密室|收割者之室
The Greasy Eel||Die Glitschaal|La Murène|Anguila Grasienta|Anguila Grasienta|기름진 뱀장어호|"""Скользкий угорь"""|滑鳗号|滑鰻號
Scrapbone's Hollow||Die Schrottknochenhöhle|Creux des Ronge-Os|Cuenca Oseomorralla|Hondonada Huesuda|고철뼈 동굴|Пещера Хламоедов|屑骨洞穴|廢骨谷地
Crashcog Circuit||Die Krachbummpiste|Circuit de Froissetôle|Circuito de Choquepiñón|Circuito Rompetuercas|톱니카트 경주로|Автожбан|碎轮回路|潰輪迴路
Darkmaul Bridge||Finsterbrecherbrücke|Pont Cognenuit|Puente Magulladura Oscura|Puente Mazoscuro|암흑망치 다리|Мост Темного Молота|暗槌大桥|暗槌大橋
Sparkweaver Point||Das Funkenweberkap|Rivage de la Tisseuse d’étincelles|Punto de Tejechispas|Punto Tejechispas|불꽃직조 거점|Электропрядильня|闪织者海角|電光織補者海角
Echo's Hovel||Echos Unterschlupf|Taudis de l’Écho|Covacha del Eco|Refugio del Eco|메아리의 굴|Берлога Эхо|回音洞穴|回音小屋
Darkmaul Plains||Finsterbrecherebenen|Plaines Cognenuit|Llanuras Magulladura Oscura|Llanuras de Mazoscuro|암흑망치 초원|Поля Темного Молота|暗槌平原|暗槌平原
Scavenger's Alcove||Der Schrottsammleralkoven|Alcôve du Charognard|Rincón del Carroñero|Nicho del Carroñero|청소부의 공간|Пещера с припасами|拾荒者凹室|拾荒者凹室
Murloco's Hideaway||Murlocos Versteck|Planque de Murloco|Escondrijo de Murloco|Escondite de Murloco|멀로코의 은신처|Убежище Мурлоко|莫洛戈藏身处|莫洛哥藏匿處
Honeyback Hatchery||Die Honigrückenbrutstätte|Ruche Dos-de-Miel|Criadero Mielabdomen|Criadero Mielomo|벌꿀등 부화장|Улей Медокрылов|蜜背孵化场|蜜背孵化室
The Endmire||Der Endmorast|Marais des Affres|Cenagal del Fin|El Pantano del Fin|끝수렁|Гиблотопь|末日迷沼|歿路沼澤
Void Chamber||Die Leerenkammer|Salle du Vide|Cámara de Vacío|Cámara del Vacío|공허의 공동|Покой Бездны|虚空洞穴|虛無之室
Darkwater Cavern||Die Dunkelwasserhöhle|Caverne des Eaux sombres|Caverna Aguaoscura|Caverna Aguaoscura|검은물 동굴|Темноводная пещера|暗水洞窟|暗水洞
Ankhaten Harbor||Hafen von Ankhaten|Port d’Ankhaten|Puerto de Ankhaten|Puerto Anjesenamón|안카텐 항구|Анхатенская гавань|安卡滕港|安卡騰港
The Banewood||Der Fluchwald|Le Malbois|Bosque de la Desgracia|El Bosque del Flagelo|파멸숲|Гибельный лес|灾厄林|禍孽森林
Darkhaven||Dunkelhafen|Sombrehavre|Refugioscuro|Amparo Umbrío|어둠안식처|Темный Приют|暗湾镇|暗隱村
Castle Nathria||Schloss Nathria|Château Nathria|Castillo de Nathria|Castillo Nathria|나스리아 성채|Замок Нафрия|纳斯利亚堡|納撒亞城
Catacombs of Regret||Katakomben der Reue|Catacombes du Regret|Catacumbas de Pesar|Catacumbas de los Lamentos|회한의 지하묘지|Катакомбы Сожалений|悔恨墓穴|懊悔墓穴
Pridefall Hamlet||Stolzsturzweiler|Tombe-Fierté|Aldea de la Caída|Aldea Caída del Orgullo|교만몰락 마을|Кладбище Гордыни|堕傲庄|尊殞村
Wanecrypt Hill||Schwundgrufthügel|Colline de l’Hypogée|Colina Criptaolvidada|Cerro Criptenguante|잊힌묘지 언덕|Холм Сумрачной Крипты|凋窖岭|殘墓山丘
Court of the Harvesters||Hof der Ernter|Cour des Moissonneurs|Corte de los Cosechadores|Corte de los Cosechadores|수확자의 궁정|Площадь Жнецов|收割者之庭|收割者廷衛
Ember Ward||Glutdistrikt|Province des Braises|Distrito de las Ascuas|Distrito de Brasas|잿불 지구|Пепельный Предел|灰烬荒野|餘燼區
Sinfall||Sündensturz|Tombe-Vice|Salto del Pecado|Caída del Pecado|죄악의 몰락지|Грехопад|堕罪堡|罪殞城
The Shrouded Asylum||Die Verhüllte Zuflucht|Asile des Voilés|Asilo Velado|El Asilo de los Amortajados|장막단 피신처|Убежище Покровников|罩影避难所|隱蔽避難所
