Original|Translated
Sticky Spores|Esporas pegajosas
Radiant Fury|Furia radiante
Warden's Chain|Cadena del celador
Ner'zhul's Ritual|Ritual de Ner'zhul
Power Conduit|Conducto de poder
Bound Revenant|Aparecido vinculado
Summon Drek'thar|Invocar a Drek'Thar
Decaying Glob|Pegote putrefacto
Omen of Death|Augurio de muerte
Psychic Terrors|Terrores psíquicos
Inspecting|Inspeccionando
Void Barrage|Barrera de Vacío
Solar Blast|Explosión solar
Light Beams|Haces de luz
Ancestors' Might|Poder de los ancestros
Ritual of Bones|Ritual de huesos
Soul Well|Pozo de almas
Warmth|Calidez
Mushroom|Champiñón
Clusterpult Shot|Disparo de matapulta
Mushroom Growth|Crecimiento de champiñón
Guard Breaker|Rompeguardia
Exploding Mushroom|Champiñón detonante
Shattering|Devastación
Dark Prophecy|Profecía oscura
Armed|Bruto
Soul Geyser|Géiser de almas
Warden's Hammer|Martillo de celador
Ritual of Destruction|Ritual de destrucción
Wake Up|Despertar
Bringing Down the Canyon|Derribar el cañón
Spore Bomb|Bomba de esporas
Void Stasis|Estasis de Vacío
Check Vault|Comprobar cámara
Administering Antidote|Administrar antídoto
Summon Velen|Invocar a Velen
Lava Slash|Tajo de lava
Life-Pact|Pacto vital
Dark Tempest|Tempestad oscura
Molten Torrent|Torrente de magma
Pin Down|Inmovilizar
Soulnado|Almanado
Inferno Breath|Aliento infernal
Reap|Segar
Engulfing Fire|Fuego envolvente
Shadow Torrent|Torrente de las Sombras
Soul Bomb|Bomba de alma
Unlocking Chest|Abrir cofre
Magma Pool|Charco de magma
Rend and Tear|Desgarrar y rasgar
Rekindle|Reavivar
Yellow Exclamation|Exclamación amarilla
Freeing|Liberando
Loading|Cargando
Containment|Contención
Blast|congelante
Dormant|Durmiente
Soul Tempest|Tempestad de alma
Cannonball Barrage|Tromba de bolas de cañón
Burning Body|Quemando cuerpo
Unstoppable|Imparable
Kegstand Slam|Embate de barril
Incoming Capsule|Cápsula acercándose
Fury of the Mountain|Furia de la montaña
Superheated Shrapnel|Metralla sobrecalentada
Rejuvenating Serum|Suero rejuvenecedor
Debilitating Ray|Rayo debilitante
Spine Breaker|Rompeespinazos
Destructive Rampage|Desenfreno destructivo
Injured|Aventurero
Flame Infusion|Infusión de llamas
Chest-Bump|Pechazo
Arming|Armando
Crumbling Roar|Rugido desmenuzador
Black Iron Cyclone|Ciclón Hierro Umbrío
Summon Soul|Invocar alma
Lava Geyser|Géiser de lava
Blade Dash|Embate con espada
Scorching Burns|Quemaduras agostadoras
Visions from the Void|Visiones del Vacío
Bristling Fur|Pelaje erizado
Prototype Pulse Grenade|Prototipo de granada de pulso
Summon Velen's Staff|Invocar bastón de Velen
Summon Maraad|Invocar a Maraad
Arcane Empowered|Arcano potenciado
Enkindle|Incendiar
Shattering Smash|Machaque devastador
Searing Plates|Placas abrasadoras
Stamping Presses|Prensas aplastantes
Throw Slag Bombs|Lanzar bombas de escoria
Slag Bomb|Bomba de escoria
Slagged|Escoriado
Brutal Kick|Patada brutal
Arcane Channel|Canal Arcano
Impaling Throw|Lanzamiento empalador
Convulsive Shadows|Sombras convulsivas
Meat Hook|Gancho de carnicero
Heavy Handed|Mano dura
Gushing Wounds|Heridas sangrantes
Bounding Cleave|Tajo giratorio
Force Reaction|Forzar reacción
Retched Blackrock|Roca Negra estragado
Lingering Shadow|Sombra persistente
Branded|Marcado
Damaged Tank|Tanque dañado
Arcane Wrath|Cólera Arcana
Acid Torrent|Torrente ácido
Screen Effect|Efecto de pantalla
Got a Barrel|Tengo un barril
Ore Collision|Colisión de mena
Cleanup|Limpieza
Blackrock Mortar|Mortero Roca Negra
Shrapnel Blast|Explosión de metralla
Lava Shock|Choque de lava
Cauterizing Bolt|Descarga cauterizadora
Placing Explosive|Colocando explosivo
Volcanic Bomb|Bomba volcánica
Bile Pool|Charco de bilis
Explosive Shard|Fragmento explosivo
Essence Transfer|Transferencia de esencia
Molten Slag|Escoria fundida
Demolition|Demolición
Bonechewer Ropes|Cuerdas Mascahuesos
Destructive Resonance|Resonancia destructiva
Carnage|Carnicería
Delayed Siege Bomb|Bomba de asedio tardía
Demonic Essence|Esencia demoníaca
Disabled|Desactivado
Dark Star|Estrella Oscura
Crippling Suplex|Suplex entorpecedor
Moving Train|Tren en marcha
Alchemist's Cauldron|Caldera de alquimista
Ball and Chain|Bola y cadena
Fiery Ordnance|Artillería ígnea
Horrified|Horrorizado
Iron Shot|Disparo férreo
Summon Grulk|Invocar a Grulk
Incendiary Device|Artefacto incendiario
Explosive Round|Proyectil explosivo
Necrotic Burst|Ráfaga necrótica
Summon Enchanted Armaments|Invocar armamento encantado
Obscured|Oscurecido
Chakram Vortex|Vórtice de chakram
Overflow|Desbordamiento
In Range|A tiro
Corruption Beam|Haz de corrupción
Stone Wall|Muro de piedra
Blackrock Barrage|Tromba Roca Negra
Slag Eruption|Erupción de escoria
Void Form|Forma de Vacío
Touch of Chaos|Toque de caos
Rune of Crushing Earth|Runa de tierra aplastante
Chaos Wave|Ola de caos
Massive Strike|Golpe masivo
Solar Wrath|Cólera solar
Demonic Leap|Salto demoníaco
Final Verdict|Veredicto final
Rune of Grasping Earth|Runa de tierra enredadora
Grasping Earth|Tierra enredadora
Void Strikes|Ataques del Vacío
Shadow Stasis|Estasis de las Sombras
Void Shell|Escudo de Vacío
Chaotic Discharge|Descarga caótica
Reverberations|Reverberaciones
Volatile Anomalies|Anomalías volátiles
Force Nova|Nova de fuerza
Wind Gust|Soplo de viento
Void State|Estado del Vacío
Force Nova: Replication|Nova de fuerza: Réplica
Fiery Trail|Rastro ígneo
Stormfury|Furia de tormenta
Windwalking|Caminavientos
Critical Strikes|Golpes críticos
Flame Eruption|Erupción de llamas
Arcane Bolts|Descargas Arcanas
Scanner Beam|Haz de escáner
Summon Sentry Bunny|Invocar a conejito avizor
Envenomed|Envenenado
Rippling Smash|Machaque ondulante
Detected!|¡Detectado!
Void Rays|Rayos del Vacío
Pyrotechnics|Pirotecnia
Slave Information|Información de esclavos
Unleash the Void|Desatar el Vacío
Jump Slam|Golpe con salto
Corrupted Slicer|Cercenador corrupto
Bloodsoaked Heartseeker|Buscacorazones empapado de sangre
Summon Thisalee|Invocar a Thisalee
Scorching Heat|Calor agostador
Soulgrinder|Moledor de Almas
Rearing Charge|Carga encabritada
Gift of the Talbuk|Ofrenda de los talbuks
Piercing Rush|Carga perforadora
Interrupting Shout|Grito interruptor
Electrified Chakram|Chakram electrificado
Felbreaker Chains|Cadenas de Rompevil
Rune of the Stone Geyser|Runa del géiser de piedra
Pulverized|Pulverización
Intimidate|Intimidar
Kaleidoscope|Caleidoscopio
Kaleidescope|Caleidoscopio
Brutal Slam|Embate brutal
Call Mommy|Llamar a mamá
Ritual Complete|Ritual completado
Cluster Bombs|Bombas de racimo
Throw Cluster Bomb|Lanzar bomba de racimo
Hot Blooded|Sangre caliente
Ride Spell|Hechizo de montar
Cluster Bomb|Bomba de racimo
Suicidal Fixation|Fijación suicida
Dark Hunt|Cacería oscura
Spawn Attackers|Engendrar atacantes
Explosive Blast|Explosión deflagradora
Taze|Disparo eléctrico
Iron Explosive|Explosivo de hierro
Summon Wraith|Invocar ánima
Gas Cloud|Nube de gas
Temporal Distortion|Distorsión temporal
Blinding Flash|Destello cegador
Solar Radiance|Radiancia solar
Solar Zone|Zona solar
Crystalline Blast|Explosión cristalina
Tracking Aura|Aura de seguimiento
Localized Windstorm|Tormenta de viento localizada
Swirling Vortex|Vórtice espiral
Hopping Slam|Salto con embate
Pitch Blast|Explosión de brea
Ritual of Shadow|Ritual de sombras
Polar Bear Surprise|Sorpresa de oso polar
Kick to the Face|Patada en la cara
Hurl Hammer|Lanzar martillo
Radiant Light|Luz radiante
Fetter|Grillete
Waves of Flame|Olas de llamas
Shadow Zone|Zona de las Sombras
Blood Scent|Aroma a sangre
On a Boat|En un barco
Glowing Hearthstone|Piedra de hogar resplandeciente
Darkness Within|Oscuridad interior
Breath of Critical Strike|Aliento de golpe crítico
Breath of Haste|Aliento de celeridad
Breath of Mastery|Aliento de maestría
Gift of Critical Strike|Ofrenda de golpe crítico
Gift of Haste|Ofrenda de celeridad
Gift of Mastery|Ofrenda de maestría
Deathstrike Venom|Veneno Golpemortal
Entropy|entropía
Shadowfel Burst|Ráfaga de sombra vil
Corrosive Bite|Mordisco corrosivo
Rolling Charge|Carga rodante
Kaleidescope B|Caleidoscopio B
Entangling Vine|Parra enredadora
Hallucinating|Alucinando
Cry|Grito
Summon Bwu'ja|Invocar a Bwu'ja
Artillery Blast|Explosión de artillería
Hunt|caza
Arcane Cyclone|Ciclón Arcano
Drop|destructor
Creeping Moss|Musgo trepador
Open Wounds|Heridas abiertas
Soul Grasp|Agarrar alma
Monster's Brawl|Camorra monstruosa
Solar Storm|Tormenta solar
Necrotic Breath|Aliento necrótico
Summon Familiar|Invocar a familiar
Thaw|Descongelar
Earthen Grasp|Trabazón con la Tierra
Squeezing|Exprimiendo
Chilling Blast|Explosión escalofriante
Withering|Civil
Iron Will|Voluntad férrea
Searing Quills|Púas abrasadoras
Unravel|Deshacer
Mauling Brew|Cerveza magulladora
Reckless Slash|Tajo temerario
Mind Fungus|Hongo mental
Void Lightning|Relámpago del Vacío
Ride the Wind|Surcar el viento
Summon Goblin Merchant|Invocar mercader goblin
Insatiable Hunger|Apetito insaciable
Pack Hunter|Cazador de la manada
Blast Waves|Olas explosivas
Storm Axe|Hacha de tormenta
Warlord's Campaign|Campaña del señor de la guerra
Chain Hurl|Lanzamiento de cadena
Fel Firebomb|Bomba de fuego vil
Armory/MageTower Choice|Elección entre armería/torre de magos
Armory Outpost|Avanzada de la armería
Mage Tower Outpost|Avanzada de la torre de magos
Resurrection In Progress|Resurrección en curso
Spore Shot|Disparo de esporas
Void Ray|Rayo de Vacío
Rending Slash|Tajo desgarrador
Blazing Touch|Toque abrasador
Ravenous Roll|Rueda voraz
Summon Alliance Lumberjack|Invocar leñador de la Alianza
Summon Shredder|Invocar trituradora
Earthquake Totem|Tótem de terremoto
Call Swarm|Llamar al enjambre
Ley Portal|Portal Ley
Rain of Death|Lluvia de muerte
Acidic Charge|Carga ácida
Solar Shower|Lluvia solar
Solar Detonation|Detonación solar
Acid Trail|Estela de ácido
Call Artillery Strike|Lanzar ataque de artillería
Poison Claws|Garras venenosas
Replicate|Replicar
Harvesting|Cosecha
Arcane Vortex|Vórtice Arcano
Corrosive Venom|Veneno corrosivo
Maddening Whispers|Susurros enloquecedores
Invisible Nuke|Arma nuclear invisible
Shield of Vengeance|Escudo de venganza
Call of the Tides|Llamada de las mareas
Hammer of Light|Martillo de Luz
Calming|Apaciguar
Unstable Slam|Embate inestable
Tasty Meat|Carne sabrosa
Collect|Recolección
Tormented Soul|Alma atormentada
Vile Breath|Aliento vil
Unstable Frost|Escarcha inestable
Shadow Rift|Falla de las Sombras
Release Prisoners|Liberar prisioneros
Release|Liberar
Unstable Flames|Llamas inestables
Flames of Xandros|Llamas de Xandros
Wallshaking Roar|Rugido tiemblamuros
Void Channelling|Canalización de Vacío
Lash of the Void|Latigazo del Vacío
Vulnerability|Vulnerabilidad
Feast of Blood|Festín de sangre
Initiate Gladiator Fight|Iniciar lucha de gladiadores
Arcane Sentry|Avizor Arcano
Scale|Escala
Blackrock Grenade|Granada Roca Negra
New Plan!|¡Nuevo plan!
Arcane Fissure|Fisura Arcana
Arcane Siphon|Succión Arcana
Fel-Fingered Fear|Miedo de dedos viles
Blackrock Munitions|Munición Roca Negra
Zephyr Rush|Carga de céfiro
Time to Feed|Hora de alimentarse
Vileblood Serum|Suero sangrevil
Chain Beam|Haz de cadena
Rending Slashes|Tajos desgarradores
Sticky Spit|Flema pegajosa
Oozing Spit|Flema rezumante
Exploding Spit|Flema explosiva
Exterminate|Exterminar
Swap|Cambio
Expel Magic: Frost|Expulsar magia: Escarcha
Begin Fight|Comenzar pelea
Summon Morketh|Invocar a Morketh
Bouncing Spit|Flema rebotadora
Bouncing Slime|Baba rebotadora
Bouncing Ooze|Moco rebotador
Blind Recompense|Recompensa ciega
Bouncing Instability|Inestabilidad rebotadora
Bouncing Seed|Semilla rebotadora
Foul Breath|Aliento fétido
Light of Truth|Luz de la Verdad
Trailing Breath|Aliento con rastro
Charged Breath|Aliento cargado
Overflowing Energy|Energía rebosante
Iron Stomp|Pisotón de hierro
Flower Spell|Hechizo de flores
Molten Bomb|Bomba de magma
Electrified Scales|Escamas electrificadas
Chameleon|Camaleón
Resounding Thunder|Trueno resonante
Explosive Spear|Lanza explosiva
Summon Archmage Khadgar|Invocar al archimago Khadgar
Flee!|¡Huye!
Eye of the Tiger|El ojo del tigre
Guardian Orb|Orbe guardián
Incinerating Breath|Aliento incinerador
Summon Conjurer Luminrath|Invocar a conjurador Luminrath
Thunderous Breath|Aliento atronador
Noxious Spit|Flema nociva
Crackling Thunder|Trueno crepitante
Summon Goblin Excavator|Invocar excavadora goblin
Rolling Thunder|Trueno ensordecedor
Cascading Thunder|Trueno torrencial
A Crash of Thunder|Estrépito estruendoso
Validate|Validar
Disruption Field|Campo de alteración
Summon Khadgar|Invocar a Khadgar
Belch Fire|Eructar fuego
Piercing Chomp|Dentellada perforadora
Summon Abjurist Belmara|Invocar a abjuradora Belmara
Thrashing Bite|Mordisco zarandeador
Iron Reaver|Atracador de la Horda de Hierro
Heroic Inspiration|Inspiración heroica
Freezing Snare|Cepo congelante
Deep Impact|Impacto profundo
Imbued Iron Axe|Hacha de hierro imbuida
Smart Stampers|Estampadoras inteligentes
Searing Armor|Armadura abrasadora
Demon's Bite|Mordedura de demonio
Scroll|Pergamino
Earth Breaker|Rompetierra
Accretion|Acrecentamiento
Living Stone|Piedra viva
Snowstorm|Tormenta de nieve
Transmorphed|Transformado
Crystalline Barrage|Tromba cristalina
Mark Catapults|Marcar catapultas
Convert to Garrison Resources|Convertir en recursos de la ciudadela
In the Twisting Nether|En El Vacío Abisal
Summon Lava Slime|Invocar babosa de lava
Steel Trap|Trampa de acero
Bind Citybreaker Schematics|Unir esquema de Arrasaciudades
VX18-B Target Eliminator|Supresor de objetivos VX18-B
On the Hunt|A la caza
Earthen Pillar|Pilar terráneo
Poisoned Ammo|Munición envenenada
Frozen Ammo|Munición congelada
Flame Gout|Gota de llamas
Lunar Purity|Pureza lunar
Wild Arcana|Arcana salvaje
Vision|Visión
Faultline|Falla
Carrying Crate|Con un cajón
Finalizing|Finalizando
Colossal Roar|Rugido colosal
Vile Blood|Sangre vil
Nightmare Fire|Fuego de la Pesadilla
Summon Miall|Invocar a Miall
Plume Typhoon|Tifón de péndolas
Lacerating Spines|Espinas lacerantes
Jump Down|Salto abajo
Demon Soul|Alma de demonio
Imbue Weapon|Imbuir arma
Veil of Shadows|Velo de las Sombras
Dowse|Empapar
Nerubian Chitin|Quitina nerubiana
Final Flame|Llama final
Taking Notes|Tomando notas
Chi Sphere|Esfera de chi
Ogre Traps|Trampas de ogro
Ogre Trap|Trampa de ogro
Carry Weapons|Armas transportadas
Roar of the Crowd|Rugido del público
Ashes|Cenizas
Pyre Breath|Aliento de pira
Deconstruction Vision|Visión de deconstrucción
Arcane Fragment|Fragmento Arcano
Crowd Favorite|El preferido del público
Arcane Volatility|Volatilidad Arcana
Summon Thaelin|Invocar a Thaelin
Sweeping|Sinuosos
Heckle|Molestar
Frozen Ground|Suelo congelado
Hack and Slash|Hachazos y cuchillazos
Summon Grulkor|Invocar a Grulkor
Cancel|Cancelar
Arcane Aura|Aura Arcana
Hatchet Toss|Lanzamiento de hachuela
Summon Magi|Invocar magi
Flaming Slash|Tajo flamígero
Prism|Prisma
Play Harp|Tocar el arpa
Sparring Arena Outpost|Avanzada de la arena de entrenamiento
Lumber Mill Outpost|Avanzada del aserradero
Tainted Blood|Sangre corrupta
Bandaging|Vendar
Soul Dispersion|Dispersión de almas
Destroying Totem|Destruyendo tótem
Champion's Honor|Honor del campeón
Gorged|Gormito
Beatface's Bloodthirst|Sed de sangre de Carapiño
Glimmer Beam|Haz titilante
Burning Ground|Suelo ardiente
Iron Star Mk. III|Estrella de hierro n.º III
Vile Ball|Bola vil
Concentrated Bile|Bilis concentrada
Bursting Bile|Bilis rebosante
Haymaker|Gancho
Warmouth's Way|Estilo Bocaguerra
Summon - Auchindoun Spirit|Invocar - Espíritu de Auchindoun
Kash'drakor's Killshot|Disparo mortal de Kash'drakor
Blackrock Bomb|Bomba Roca Negra
Akaani's Annulment|Anulación de Akaani
Burning Arrows|Flechas ardientes
Summon Goren Underground Vehicle|Invocar vehículo subterráneo goren
Penetrating Shot|Disparo penetrante
Barbed Arrow Barrage|Tromba de flechas dentadas
Heat Blast|Explosión de calor
Unchecked Growth|Crecimiento descontrolado
Goren Disguise|Disfraz de goren
Sargerei Disguise|Disfraz Sargerei
Carry Crystal|Llevar cristal
Summon - Defender Spirit|Invocar - Espíritu defensor
Limbflayer's Lunacy|Locura del Desollabrazos
Jonaa's Justice|Justicia de Jonaa
Limbflayer's Bonfire|Fogata de Desollabrazos
Kicking|Dar una patada
Kneel and Heal|Arrodillarse y sanar
Summon Tar Slime|Invocar baba de alquitrán
Start Conversation|Iniciar conversación
Aqueous Burst|Ráfaga acuosa
Stone Bolt|Descarga de piedra
Sharpened Claws|Garras afiladas
Give Item|Dar objeto
Furious Swipes|Cabezazos furiosos
Infested Waters|Aguas infestadas
Summon Demon|Invocar demonio
Infernal Crash|Colisión infernal
Fel Strike|Golpe vil
Dark Eclipse|Eclipse oscuro
Shredding Swipes|Golpes cortantes
Rolling Bile|Bilis rodante
Vile Bolt|Descarga vil
Fiery Impact|Impacto ígneo
Volatile Magma|Magma volátil
Burst of Fire|Ráfaga de fuego
Fiery Bolt|Descarga ígnea
Barrage of Leaves|Tromba de hojas
Savage Mauling|Vapuleo salvaje
Survivalist|Superviviente
25X Alliance Currency Turn-in|Entrega de moneda de la Alianza x25
Summon Terokkar Talon Guard|Invocar guardia de la garra de Terokkar
Void Slash|Tajo del Vacío
Sinkhole|Sumidero
Mud Pit|Pozo de lodo
Dirty Storm|Tormenta sucia
Earthen Bolt|Descarga terránea
Player Choice|Elección del jugador
Inn|Posada
Trading Post|Puesto comercial
Brain Freeze|Congelación cerebral
Infinite Darkness|Oscuridad infinita
Tugging Tendrils|Zarcillos de arrastre
Spectral Haze|Neblina espectral
Edge of the Void|Filo del Vacío
Disorienting Screech|Chirrido desorientador
Diseased Claws|Garras malsanas
Stone Breaker|Rompepiedra
Summon Gryphon|Invocar grifo
Piercing Whirl|Remolino perforador
Arcane Anomaly|Anomalía Arcana
Summon Rexxar|Invocar a Rexxar
Claw Fury|Furia de garra
Overwhelm|Arrollar
Nightmare Burst|Ráfaga de pesadilla
Solar Infusion|Infusión solar
Plant Mine Field|Colocar campo de minas
Sacrificial Pact|Sacrificio pactado
Arcane Aegis|Égida arcana
Unstable Ground|Suelo inestable
Forge Tempest|Tempestad de forja
Commune with the Void|Comulgar con el Vacío
Void Missile|Misil del Vacío
Into the Fray|En el fragor de la batalla
Void Storm|Tormenta del Vacío
Upgrade Weapon|Mejorar arma
Incinerator|escamavapor
Upgrade Armor|Mejorar armadura
Gladiator's Distinction|Distinción de Gladiador
Voidbolt|Descarga del Vacío
Void Bolt Volley|Salva de descarga del Vacío
Toss Crate|Arrojar cajón
Sporesplosion|Esporexplosión
Earthdevastating Slam|Embate devastatierra
Deep Roots|Raíces profundas
Demonic Fury|Furia demoníaca
Sleeping|Durmiendo
Repair Item|Reparar objeto
Death Dealer|Guerrero de la muerte
Use Spyglass|Usar catalejo
Holding Ball|Sujetando bola
Blinding Radiance|Radiancia cegadora
Toss Relic|Lanzar reliquia
Butcher|Carnicero
Balance|Bastón
Free Prisoner|Liberar prisionero
Boar's Rush|Carga de jabalí
100X Alliance Currency Turn-in|Entrega de moneda de la Alianza x100
Rabid Bite|Mordisco rabioso
Brilliant Edge|Filo brillante
Search|Buscar
Bloodletting Bite|Mordedura sanguinaria
Arcane Blitz|Ataque relámpago Arcano
Rune|Runa
Toxic Strike|Golpe tóxico
Unleashed Torment|Tormento desatado
Launch Rocket|Lanzar cohete
Terrifying Presence|Presencia aterradora
Ruptured Earth|Tierra quebrada
Fel Prison|Prisión vil
Farsight|Visión lejana
Locking On!|¡Fijando!
Slag Blast|Carga de escoria
Rabid|Rábido
Burning Bridge|Puente ardiente
Demonic Rift|Falla demoníaca
Decisive Strike|Golpe decisivo
Molten Weapon|Arma de magma
Arcane Blossom|Flor Arcana
Savage Strike|Golpe salvaje
Zephyr Wind|Viento de céfiro
Wind Walk|Surcar el viento
Chained Up|Encadenado
Inner Demon|Demonio interior
Psybeam|Rayo psíquico
Blazing Strike|Golpe llameante
Slicing Chakram|Chakram cortante
Summon Ka'alu the Raven Mother|Invocar a Ka'alu, la Madre cuervo
Dingy Iron Coins|Monedas de hierro deslucidas
Sunder|Hender
Explosive Storm|Tormenta explosiva
Slag Tanker|Tanque de escoria
Low Pounce|Salto agachado
Summon Dilbert Tinkertoss|Invocar a Diliberto Tiralhajas
Hydro Blast|Hidroexplosión
Crushed|Machacado
Summon Molten Ooze|Invocar moco de magma
Smoldering|humeante
Spines|Espinas
Khadgar's Watch|Guardia de Khadgar
Tectonic Slam|Embate tectónico
Incense|Incienso
Shadowburst|Ráfaga de las Sombras
Destroyer Cannon|Cañón destructor
Shadow Slash|Tajo de sombra
Wracking Poison|Veneno atroz
Shove|Empujón
Exit the Grimrail|Salir del Malavía
Blood Splatter|Salpicadura de sangre
Loose Quills|Plumas sueltas
Darktide Kill Credit|Crédito de muerte: Marea Oscura
Gore Seeker|Buscador de sangre
Yell|Gritar
Unit Frame|Marco de unidad
Chain Drag|Arrastre con cadena
Logging|Serrar
Broken Soul|Alma rota
Demonic Codex|Códice demoníaco
Snap Shut|Cierre
Riding|Equitación
Summon Horde Peon Lumberjack|Invocar peón leñador de la Horda
Bramble Patch|Zona de zarzas
Drop Off|Entregar
Excavation|Excavación
Overburdened|Sobrecargado
Arcane Wall|Muro Arcano
Unnerving Howl|Aullido desconcertante
Create Glove|Crear guantes
Charge!|¡A la carga!
Set Phase|Establecer fase
Set Level|Nivel de conjunto
Increase Level|Aumentar nivel
Salvage|Recuperación
Iron Star Collision|Colisión de estrella de hierro
Pulling|Tirando
Solar Orb|Orbe solar
Web Wrapped|Envuelto en telaraña
Drop Fish|Soltar pez
Capsule Impact|Impacto de cápsula
Jet-Jump|Salto propulsado
Grasping Vine|Vid enredadora
Berserker Leap|Salto rabioso
Champion|Campeón
Fall|Caer
Draw Souls|Extraer almas
Chest|resonante
Arcane Impact|Impacto Arcano
Slash and Burn|Rajar y quemar
Administering|Administrar
Cannon Collision|Colisión de cañón
Brimstone|Azufre
Create Timber|Crear madera
Create Weapon|Crear arma
Create Trinket|Crear abalorio
Create Neck|Crear objeto para el cuello
Create Legs|Crear objeto para las piernas
Create Boot|Crear botas
Create Chest|Crear objeto para el pecho
Fel Infused|Imbuido de vileza
Tactical Kick|Patada táctica
Explosive Bolas|Boleadora explosiva
Shattering Blade|Hoja devastadora
Into the Portal Cinematic|Vídeo de Al portal
Air Defense Crystal|Cristal de defensa aérea
Demonic Field|Campo demoníaco
Torrent of Blades|Torrente de espadas
Fel Fireblast|Explosión de fuego vil
Noxious Bomb|Bomba nociva
Vivifying Blood|Sangre vigorizante
Spider Silk|Seda de araña
Collateral Damage|Daño colateral
Font of Life|Fuente de vida
Genesis|Génesis
Demonic Breath|Aliento demoníaco
Venomous Strike|Golpe venenoso
Colossal Blow|Arremetida colosal
Entanglement|Enredo
Germinate Arborblade|Germinar hojañada
Summon Guardians Horde|Invocar guardianes de la Horda
Earthspike|Púa de tierra
Fel Spike|Púa vil
Boulder Shield|Escudo de roca
Boulder Shield Visual|Escudo de roca visual
Create Conversation|Crear conversación
Placing|Colocar
Blood Stone|Piedra de sangre
Triple Attack|Ataque triple
Siegebreaker Blast|Explosión de rompedor de asedio
Claiming|Colocando
Noxious Eruption|Erupción nociva
Burning Legion Missive|Misiva de la Legión Ardiente
Touch of Shadow|Toque de las Sombras
Devour Essence|Devorar esencia
Poison Barrage|Tromba de veneno
Contender|Contendiente
Shadow Dance|Danza de las Sombras
Mounted|Montado
Poisonous Claws|Garras venenosas
Follower: Phylarch the Evergreen|Seguidor: Filarca el Perenne
Wipe Teleport|Eliminar teletransporte
Fel Fissure|Fisura vil
Release Spores|Liberar esporas
Spore Evolution|Evolución de esporas
Fel Slam|Embate vil
Draenor Blacksmithing|Herrería de Draenor
Demonic Portal|Portal demoníaco
Enter Mole Machine|Entrar en la máquina topo
Summon Guardians Alliance|Invocar guardianes de la Alianza
Captive|Cautivo
Glowbulb Pollen|Polen Focoluz
Flame Charge|Carga de llamas
Rune Channel|Canalizar runa
Statue Effect|Efecto estatua
Lick|Lamer
Enveloping Shadows|Sombras envolventes
Rending Whirl|Remolino desgarrador
Spreading Darkness|Propagar oscuridad
Infernal Impact|Impacto infernal
Earthen Rage|Rabia de la tierra
Soul Funnel|Cauce de almas
Soul Shackle|Encadenar alma
Foul Totem|Tótem fétido
Smoke Ring|Anillo de humo
Steam Roll|Apisonadora
Spectral Slash|Tajo espectral
Entropic Whirl|Remolino entrópico
Bouncing Spore|Espora rebotadora
Noxious Haze|Bruma nociva
Ashran Prowess|Destreza de Ashran
Dark Barrier|Barrera oscura
Maelstrom|Vorágine
S.O.S. Flare|Bengala S.O.S.
Consuming Void|Vacío acuciante
Malefic Grasp|Yugo maléfico
Void Orb|Orbe del Vacío
Water Toss|Lanzamiento de agua
Void Channel|Canal de Vacío
Chain Volley|Salva de cadenas
Taladite Recrystalizer|Recristalizador de taladita
Dark Entropy|Entropía oscura
Endemic Shadows|Sombras endémicas
Breath of Shadows|Aliento de las Sombras
Symbol of the Void|Símbolo del Vacío
Pool of Pestilence|Charco de pestilencia
Summon Rings|Invocar anillos
Void Breath|Aliento del Vacío
Shadow Shift|Cambio de sombra
Cold Blood|Sangre fría
Food & Drink|Alimentos y bebidas
Renewing Radiance|Radiancia renovadora
The Void|El Vacío
General Trigger 6|Activador general 6
Malignant Growth|Crecimiento maligno
Burning Presence|Presencia ardiente
Mighty Roar|Rugido potente
Update Phase Shift and Interactions|Actualizar cambio de fase e interacciones
Devouring Void|Vacío devorador
Rising Heat|Calor en aumento
Snake Firework|Fuegos artificiales serpentinos
Clear|Eliminar
Firestarter|Acelerador de ignición
Immolating Embers|Ascuas inmoladoras
Scroll of Town Portal|Pergamino de portal a la ciudad
Enflame|Envolver en llamas
Arcane Prison|Prisión Arcana
Demonic Empowerment|Potenciación demoníaca
Chains|de
Crashing Stone|Piedra aplastante
Booty Bomb|Bomba botín
High Explosive Grenade|Granada muy explosiva
The Eye of Aman'thul|Ojo de Aman'thul
Fel Charge|Carga vil
Void Essence|Esencia del Vacío
Acid Pool|Charco de ácido
Lunar Shower|Lluvia lunar
Spirit of Vengeance|Espíritu de venganza
Ritual of Siphoning|Ritual de succión
Creeping Soul|Alma acechante
Font of Power|Fuente de poder
Reading|Leer
Poison Belch|Eructo de veneno
Deactivate|Desactivar
Rally!|¡Reunión!
Create Garrison|Crear ciudadela
Shattered Hand Trap|Trampa Mano Destrozada
Learn Blueprints|Aprender los planos
Finalize Buildings|Terminar edificios
Magic Quill|Pluma mágica
Grant Followers|Otorgar seguidores
Hold Potion|Sujetar poción
Amorphic Cognitor|Cognitor amorfo
Crystalline Burst|Ráfaga cristalina
Reconstitution|Reconstitución
Awaken the Dead|Despertar a los muertos
Void Shards|Fragmentos del Vacío
Eye of Anzu|Ojo de Anzu
Furious Winds|Ciclón furioso
Sterilize|Esterilizar
Jagged Slash|Tajo dentado
Choking Vapors|Vapores asfixiantes
Carrying Ammo|Llevando munición
Void Infused|Imbuido de Vacío
Pitch Tent|Montar tienda
